,from_aggr_zone,to_aggr_zone,product_group,year,amount_tons
5405,Nordland,Sogn og Fjordane,Neo bulk,2050,359.3615088004227
5406,Nordland,South Sweden,Break bulk (fast),2018,52.230407447283845
5407,Nordland,South Sweden,Break bulk (fast),2020,47.433326088987315
5408,Nordland,South Sweden,Break bulk (fast),2025,54.078276715083845
5409,Nordland,South Sweden,Break bulk (fast),2030,61.72303554842206
5410,Nordland,South Sweden,Break bulk (fast),2040,71.10403596978813
5411,Nordland,South Sweden,Break bulk (fast),2050,84.17151067408174
5412,Nordland,South Sweden,Break bulk (slow),2018,1425.8026323455802
5413,Nordland,South Sweden,Break bulk (slow),2020,1305.3229419880001
5414,Nordland,South Sweden,Break bulk (slow),2025,1524.7714782270439
5415,Nordland,South Sweden,Break bulk (slow),2030,1781.168324700205
5416,Nordland,South Sweden,Break bulk (slow),2040,2125.6075730781763
5417,Nordland,South Sweden,Break bulk (slow),2050,2624.0144731845676
5418,Nordland,South Sweden,Container (fast),2018,12593.942922938753
5419,Nordland,South Sweden,Container (fast),2020,11545.648315734976
5420,Nordland,South Sweden,Container (fast),2025,13554.146167513307
5421,Nordland,South Sweden,Container (fast),2030,15912.04568841262
5422,Nordland,South Sweden,Container (fast),2040,19151.02384270244
5423,Nordland,South Sweden,Container (fast),2050,23761.512787687192
5424,Nordland,South Sweden,Container (slow),2018,1248.92519328592
5425,Nordland,South Sweden,Container (slow),2020,1143.8809627348487
5426,Nordland,South Sweden,Container (slow),2025,1338.988445397855
5427,Nordland,South Sweden,Container (slow),2030,1567.3922971194313
5428,Nordland,South Sweden,Container (slow),2040,1880.3839550750404
5429,Nordland,South Sweden,Container (slow),2050,2325.3926295274996
5430,Nordland,South Sweden,Dry bulk,2018,185783.68498689093
5431,Nordland,South Sweden,Dry bulk,2020,169799.91066211322
5432,Nordland,South Sweden,Dry bulk,2025,197445.8691014777
5433,Nordland,South Sweden,Dry bulk,2030,229710.51669962128
5434,Nordland,South Sweden,Dry bulk,2040,270610.9861400516
5435,Nordland,South Sweden,Dry bulk,2050,330623.0793924064
5436,Nordland,South Sweden,Liquid bulk,2018,48350.99168199954
5437,Nordland,South Sweden,Liquid bulk,2020,44238.70727275981
5438,Nordland,South Sweden,Liquid bulk,2025,51654.15391010323
5439,Nordland,South Sweden,Liquid bulk,2030,60312.603858133676
5440,Nordland,South Sweden,Liquid bulk,2040,72130.85815060971
5441,Nordland,South Sweden,Liquid bulk,2050,89079.30044816375
5442,Nordland,South Sweden,Neo bulk,2018,8679.933040787362
5443,Nordland,South Sweden,Neo bulk,2020,7931.398355577037
5444,Nordland,South Sweden,Neo bulk,2025,9207.047369308792
5445,Nordland,South Sweden,Neo bulk,2030,10689.059106104696
5446,Nordland,South Sweden,Neo bulk,2040,12660.909066363072
5447,Nordland,South Sweden,Neo bulk,2050,15517.286127404528
5448,Nordland,Troms,Break bulk (fast),2018,14545.175141646982
5449,Nordland,Troms,Break bulk (fast),2020,13469.463036436366
5450,Nordland,Troms,Break bulk (fast),2025,14986.243408150222
5451,Nordland,Troms,Break bulk (fast),2030,16678.420562515246
5452,Nordland,Troms,Break bulk (fast),2040,18200.590327624857
5453,Nordland,Troms,Break bulk (fast),2050,20657.218525467186
5454,Nordland,Troms,Break bulk (slow),2018,9308.846360736068
5455,Nordland,Troms,Break bulk (slow),2020,9086.327035510452
5456,Nordland,Troms,Break bulk (slow),2025,10423.2386019824
5457,Nordland,Troms,Break bulk (slow),2030,11964.76978584095
5458,Nordland,Troms,Break bulk (slow),2040,12331.22082183938
5459,Nordland,Troms,Break bulk (slow),2050,13390.81467685989
5460,Nordland,Troms,Container (fast),2018,7682.050982723856
5461,Nordland,Troms,Container (fast),2020,7118.22675532655
5462,Nordland,Troms,Container (fast),2025,7913.622153533135
5463,Nordland,Troms,Container (fast),2030,8798.69150758267
5464,Nordland,Troms,Container (fast),2040,9993.329521239251
5465,Nordland,Troms,Container (fast),2050,11139.533516007697
5466,Nordland,Troms,Container (slow),2018,4741.74112426184
5467,Nordland,Troms,Container (slow),2020,4388.892752083138
5468,Nordland,Troms,Container (slow),2025,4865.060116320992
5469,Nordland,Troms,Container (slow),2030,5396.359835950105
5470,Nordland,Troms,Container (slow),2040,6129.2755948324975
5471,Nordland,Troms,Container (slow),2050,6661.325089900881
5472,Nordland,Troms,Dry bulk,2018,92999.49551908197
5473,Nordland,Troms,Dry bulk,2020,90734.91976731346
5474,Nordland,Troms,Dry bulk,2025,105365.27199576088
5475,Nordland,Troms,Dry bulk,2030,122397.16190787192
5476,Nordland,Troms,Dry bulk,2040,127071.77296718067
5477,Nordland,Troms,Dry bulk,2050,139961.4712944677
5478,Nordland,Troms,Liquid bulk,2018,39037.5100221264
5479,Nordland,Troms,Liquid bulk,2020,40452.09086403851
5480,Nordland,Troms,Liquid bulk,2025,38172.33379442506
5481,Nordland,Troms,Liquid bulk,2030,36077.608177814946
5482,Nordland,Troms,Liquid bulk,2040,29886.709557031107
5483,Nordland,Troms,Liquid bulk,2050,24032.877414084767
5484,Nordland,Troms,Neo bulk,2018,12101.401657061466
5485,Nordland,Troms,Neo bulk,2020,11765.479911821409
5486,Nordland,Troms,Neo bulk,2025,12926.090851429548
5487,Nordland,Troms,Neo bulk,2030,14207.327668041842
5488,Nordland,Troms,Neo bulk,2040,14179.682360333823
5489,Nordland,Troms,Neo bulk,2050,15324.486089110615
5490,Nordland,Trøndelag,Break bulk (fast),2018,15438.62728954584
5491,Nordland,Trøndelag,Break bulk (fast),2020,14812.981498140154
5492,Nordland,Trøndelag,Break bulk (fast),2025,17199.336064422292
5493,Nordland,Trøndelag,Break bulk (fast),2030,20007.970701700582
5494,Nordland,Trøndelag,Break bulk (fast),2040,24552.493715083172
5495,Nordland,Trøndelag,Break bulk (fast),2050,28133.81944212049
5496,Nordland,Trøndelag,Break bulk (slow),2018,52635.9745486949
5497,Nordland,Trøndelag,Break bulk (slow),2020,49783.767449656
5498,Nordland,Trøndelag,Break bulk (slow),2025,61220.08375696685
5499,Nordland,Trøndelag,Break bulk (slow),2030,75552.1792633579
5500,Nordland,Trøndelag,Break bulk (slow),2040,92039.85771259789
5501,Nordland,Trøndelag,Break bulk (slow),2050,104731.97676875883
5502,Nordland,Trøndelag,Container (fast),2018,16262.996933652352
5503,Nordland,Trøndelag,Container (fast),2020,15277.0130566696
5504,Nordland,Trøndelag,Container (fast),2025,17183.600879923364
5505,Nordland,Trøndelag,Container (fast),2030,19343.723789619802
5506,Nordland,Trøndelag,Container (fast),2040,21751.492923360078
5507,Nordland,Trøndelag,Container (fast),2050,24580.730881321415
5508,Nordland,Trøndelag,Container (slow),2018,25623.25482896799
5509,Nordland,Trøndelag,Container (slow),2020,24276.843700751302
5510,Nordland,Trøndelag,Container (slow),2025,27141.135004305484
5511,Nordland,Trøndelag,Container (slow),2030,30435.284637220553
5512,Nordland,Trøndelag,Container (slow),2040,35718.628307813655
5513,Nordland,Trøndelag,Container (slow),2050,39760.002024314716
5514,Nordland,Trøndelag,Dry bulk,2018,337974.11784649966
5515,Nordland,Trøndelag,Dry bulk,2020,339302.47867730685
5516,Nordland,Trøndelag,Dry bulk,2025,395950.9657052602
5517,Nordland,Trøndelag,Dry bulk,2030,462473.8024005065
5518,Nordland,Trøndelag,Dry bulk,2040,523935.03992568696
5519,Nordland,Trøndelag,Dry bulk,2050,579765.0006341707
5520,Nordland,Trøndelag,Liquid bulk,2018,17253.441329832647
5521,Nordland,Trøndelag,Liquid bulk,2020,17577.80717519993
5522,Nordland,Trøndelag,Liquid bulk,2025,20322.724745921227
5523,Nordland,Trøndelag,Liquid bulk,2030,23617.096206285623
5524,Nordland,Trøndelag,Liquid bulk,2040,26582.17566560985
5525,Nordland,Trøndelag,Liquid bulk,2050,29827.603277661245
5526,Nordland,Trøndelag,Neo bulk,2018,80856.98745262792
5527,Nordland,Trøndelag,Neo bulk,2020,84401.10383897406
5528,Nordland,Trøndelag,Neo bulk,2025,91211.80179752543
5529,Nordland,Trøndelag,Neo bulk,2030,99197.34685813908
5530,Nordland,Trøndelag,Neo bulk,2040,99081.00565747869
5531,Nordland,Trøndelag,Neo bulk,2050,99315.9204349992
5532,Nordland,Vestfold og Telemark,Break bulk (fast),2018,3806.229452435656
5533,Nordland,Vestfold og Telemark,Break bulk (fast),2020,3646.2198979915943
5534,Nordland,Vestfold og Telemark,Break bulk (fast),2025,4367.65643697358
5535,Nordland,Vestfold og Telemark,Break bulk (fast),2030,5242.385322314085
5536,Nordland,Vestfold og Telemark,Break bulk (fast),2040,5443.919830042057
5537,Nordland,Vestfold og Telemark,Break bulk (fast),2050,6085.984262843115
5538,Nordland,Vestfold og Telemark,Break bulk (slow),2018,5064.974854871654
5539,Nordland,Vestfold og Telemark,Break bulk (slow),2020,4936.116259919166
5540,Nordland,Vestfold og Telemark,Break bulk (slow),2025,5658.847870523782
5541,Nordland,Vestfold og Telemark,Break bulk (slow),2030,6492.445377181947
5542,Nordland,Vestfold og Telemark,Break bulk (slow),2040,6550.00215992649
5543,Nordland,Vestfold og Telemark,Break bulk (slow),2050,7238.587808847155
5544,Nordland,Vestfold og Telemark,Container (fast),2018,0.868212049982028
5545,Nordland,Vestfold og Telemark,Container (fast),2020,0.821971873249712
5546,Nordland,Vestfold og Telemark,Container (fast),2025,0.953387920071073
5547,Nordland,Vestfold og Telemark,Container (fast),2030,1.10581463395319
5548,Nordland,Vestfold og Telemark,Container (fast),2040,1.38074893861105
5549,Nordland,Vestfold og Telemark,Container (fast),2050,1.65973129235408
5550,Nordland,Vestfold og Telemark,Container (slow),2018,733.2951036218132
5551,Nordland,Vestfold og Telemark,Container (slow),2020,688.2141098964431
5552,Nordland,Vestfold og Telemark,Container (slow),2025,777.6917262316219
5553,Nordland,Vestfold og Telemark,Container (slow),2030,880.3128963056888
5554,Nordland,Vestfold og Telemark,Container (slow),2040,1034.6461601947917
5555,Nordland,Vestfold og Telemark,Container (slow),2050,1151.277963585225
5556,Nordland,Vestfold og Telemark,Dry bulk,2018,265723.46620516333
5557,Nordland,Vestfold og Telemark,Dry bulk,2020,268568.42547616526
5558,Nordland,Vestfold og Telemark,Dry bulk,2025,306254.44520883955
5559,Nordland,Vestfold og Telemark,Dry bulk,2030,349409.243618565
5560,Nordland,Vestfold og Telemark,Dry bulk,2040,360081.78890952317
5561,Nordland,Vestfold og Telemark,Dry bulk,2050,389840.8179449336
5562,Nordland,Vestfold og Telemark,Liquid bulk,2018,6823.289759194408
5563,Nordland,Vestfold og Telemark,Liquid bulk,2020,6837.868515577236
5564,Nordland,Vestfold og Telemark,Liquid bulk,2025,7924.566227995273
5565,Nordland,Vestfold og Telemark,Liquid bulk,2030,9184.982662352328
5566,Nordland,Vestfold og Telemark,Liquid bulk,2040,10054.625273110627
5567,Nordland,Vestfold og Telemark,Liquid bulk,2050,11553.519122876216
5568,Nordland,Vestfold og Telemark,Neo bulk,2018,3162.3885838076767
5569,Nordland,Vestfold og Telemark,Neo bulk,2020,3151.0026957596237
5570,Nordland,Vestfold og Telemark,Neo bulk,2025,3593.9667866952345
5571,Nordland,Vestfold og Telemark,Neo bulk,2030,4099.525206531774
5572,Nordland,Vestfold og Telemark,Neo bulk,2040,4367.449698983176
5573,Nordland,Vestfold og Telemark,Neo bulk,2050,4945.28877346044
5574,Nordland,Viken,Break bulk (fast),2018,44027.442134237084
5575,Nordland,Viken,Break bulk (fast),2020,42459.164326111306
5576,Nordland,Viken,Break bulk (fast),2025,49951.04790202009
5577,Nordland,Viken,Break bulk (fast),2030,58822.71643682243
5578,Nordland,Viken,Break bulk (fast),2040,68093.35782757739
5579,Nordland,Viken,Break bulk (fast),2050,80723.06915807426
5580,Nordland,Viken,Break bulk (slow),2018,19642.970744743256
5581,Nordland,Viken,Break bulk (slow),2020,19551.07809756269
5582,Nordland,Viken,Break bulk (slow),2025,22958.320970388017
5583,Nordland,Viken,Break bulk (slow),2030,26979.352376443483
5584,Nordland,Viken,Break bulk (slow),2040,29109.89277477828
5585,Nordland,Viken,Break bulk (slow),2050,33459.80602511861
5586,Nordland,Viken,Container (fast),2018,8147.512526066035
5587,Nordland,Viken,Container (fast),2020,7920.827313742829
5588,Nordland,Viken,Container (fast),2025,9476.151739253206
5589,Nordland,Viken,Container (fast),2030,11353.766482516876
5590,Nordland,Viken,Container (fast),2040,14705.463412646479
5591,Nordland,Viken,Container (fast),2050,17867.535541160134
5592,Nordland,Viken,Container (slow),2018,9555.885812390634
5593,Nordland,Viken,Container (slow),2020,9154.940950917451
5594,Nordland,Viken,Container (slow),2025,10705.093798614067
5595,Nordland,Viken,Container (slow),2030,12526.862553014593
5596,Nordland,Viken,Container (slow),2040,15374.863104870468
5597,Nordland,Viken,Container (slow),2050,18314.158208615936
5598,Nordland,Viken,Dry bulk,2018,116937.89162230091
5599,Nordland,Viken,Dry bulk,2020,116364.32257410405
5600,Nordland,Viken,Dry bulk,2025,135080.86808766387
5601,Nordland,Viken,Dry bulk,2030,156973.0226947068
5602,Nordland,Viken,Dry bulk,2040,165712.6202518321
5603,Nordland,Viken,Dry bulk,2050,192796.2648759226
5604,Nordland,Viken,Liquid bulk,2018,37700.25750607774
5605,Nordland,Viken,Liquid bulk,2020,38392.962849663505
5606,Nordland,Viken,Liquid bulk,2025,44653.957924973256
5607,Nordland,Viken,Liquid bulk,2030,52027.91357330169
5608,Nordland,Viken,Liquid bulk,2040,55780.32248910349
5609,Nordland,Viken,Liquid bulk,2050,65035.30298620085
5610,Nordland,Viken,Neo bulk,2018,85527.238792489
5611,Nordland,Viken,Neo bulk,2020,85945.64542395424
5612,Nordland,Viken,Neo bulk,2025,98707.4943818322
5613,Nordland,Viken,Neo bulk,2030,113406.47160616245
5614,Nordland,Viken,Neo bulk,2040,119588.52276790985
5615,Nordland,Viken,Neo bulk,2050,136797.12090193608
5616,Nordland,World,Break bulk (fast),2018,230.35812023672108
5617,Nordland,World,Break bulk (fast),2020,211.0701292408466
5618,Nordland,World,Break bulk (fast),2025,247.35492313225058
5619,Nordland,World,Break bulk (fast),2030,289.89083365418236
5620,Nordland,World,Break bulk (fast),2040,348.2541993167198
5621,Nordland,World,Break bulk (fast),2050,431.19531622595196
5622,Nordland,World,Break bulk (slow),2018,309.4868573800164
5623,Nordland,World,Break bulk (slow),2020,283.9156564932255
5624,Nordland,World,Break bulk (slow),2025,333.8430521197663
5625,Nordland,World,Break bulk (slow),2030,392.5518443485064
5626,Nordland,World,Break bulk (slow),2040,472.5326587233803
5627,Nordland,World,Break bulk (slow),2050,586.5593681018262
5628,Nordland,World,Container (fast),2018,4576.728271875513
5629,Nordland,World,Container (fast),2020,4194.649943161395
5630,Nordland,World,Container (fast),2025,4920.070022218147
5631,Nordland,World,Container (fast),2030,5770.956532523888
5632,Nordland,World,Container (fast),2040,6939.037273015731
5633,Nordland,World,Container (fast),2050,8600.388927240603
5634,Nordland,World,Container (slow),2018,1730.479756609118
5635,Nordland,World,Container (slow),2020,1586.1870305444468
5636,Nordland,World,Container (slow),2025,1861.265616220378
5637,Nordland,World,Container (slow),2030,2184.0571257581287
5638,Nordland,World,Container (slow),2040,2627.254108948173
5639,Nordland,World,Container (slow),2050,3258.1462668807244
5640,Nordland,World,Dry bulk,2018,118087.2341991035
5641,Nordland,World,Dry bulk,2020,108174.39252511595
5642,Nordland,World,Dry bulk,2025,126676.78428019477
5643,Nordland,World,Dry bulk,2030,148347.37252726624
5644,Nordland,World,Dry bulk,2040,177976.1133233022
5645,Nordland,World,Dry bulk,2050,220303.1656952452
5646,Nordland,World,Liquid bulk,2018,49269.30645361022
5647,Nordland,World,Liquid bulk,2020,45081.9441329776
5648,Nordland,World,Liquid bulk,2025,52647.217458874184
5649,Nordland,World,Liquid bulk,2030,61482.05996601078
5650,Nordland,World,Liquid bulk,2040,73543.13802874219
5651,Nordland,World,Liquid bulk,2050,90836.05341224757
5652,Nordland,World,Neo bulk,2018,278.20691974878923
5653,Nordland,World,Neo bulk,2020,254.36440865259408
5654,Nordland,World,Neo bulk,2025,296.4301914045394
5655,Nordland,World,Neo bulk,2030,345.5093214777535
5656,Nordland,World,Neo bulk,2040,411.7837867175998
5657,Nordland,World,Neo bulk,2050,506.8996202791068
5658,North Sweden,(L)Ofoten og Vesterålen,Break bulk (fast),2018,2.3763351649703
5659,North Sweden,(L)Ofoten og Vesterålen,Break bulk (fast),2020,2.37031054471866
5660,North Sweden,(L)Ofoten og Vesterålen,Break bulk (fast),2025,1.89993607958036
5661,North Sweden,(L)Ofoten og Vesterålen,Break bulk (fast),2030,1.5229047158121
5662,North Sweden,(L)Ofoten og Vesterålen,Break bulk (fast),2040,0.910225852916539
5663,North Sweden,(L)Ofoten og Vesterålen,Break bulk (fast),2050,0.939564452391681
5664,North Sweden,(L)Ofoten og Vesterålen,Break bulk (slow),2018,7003.3492930512
5665,North Sweden,(L)Ofoten og Vesterålen,Break bulk (slow),2020,6908.621914506447
5666,North Sweden,(L)Ofoten og Vesterålen,Break bulk (slow),2025,7499.033160851598
5667,North Sweden,(L)Ofoten og Vesterålen,Break bulk (slow),2030,8160.032127515576
5668,North Sweden,(L)Ofoten og Vesterålen,Break bulk (slow),2040,8506.294229414485
5669,North Sweden,(L)Ofoten og Vesterålen,Break bulk (slow),2050,8881.541365970623
5670,North Sweden,(L)Ofoten og Vesterålen,Dry bulk,2018,348.353770302763
5671,North Sweden,(L)Ofoten og Vesterålen,Dry bulk,2020,354.5224988048385
5672,North Sweden,(L)Ofoten og Vesterålen,Dry bulk,2025,389.42769514217946
5673,North Sweden,(L)Ofoten og Vesterålen,Dry bulk,2030,428.0880679990392
5674,North Sweden,(L)Ofoten og Vesterålen,Dry bulk,2040,490.94110631624915
5675,North Sweden,(L)Ofoten og Vesterålen,Dry bulk,2050,554.1743185881824
5676,North Sweden,(L)Ofoten og Vesterålen,Liquid bulk,2018,5.607046065101356
5677,North Sweden,(L)Ofoten og Vesterålen,Liquid bulk,2020,5.7059245249813735
5678,North Sweden,(L)Ofoten og Vesterålen,Liquid bulk,2025,5.24310474881116
5679,North Sweden,(L)Ofoten og Vesterålen,Liquid bulk,2030,4.84695851057873
5680,North Sweden,(L)Ofoten og Vesterålen,Liquid bulk,2040,3.7271977869829698
5681,North Sweden,(L)Ofoten og Vesterålen,Liquid bulk,2050,3.00756942050969
5682,North Sweden,(L)Ofoten og Vesterålen,Neo bulk,2018,597.4477465409587
5683,North Sweden,(L)Ofoten og Vesterålen,Neo bulk,2020,560.9491211183863
5684,North Sweden,(L)Ofoten og Vesterålen,Neo bulk,2025,528.3438238877404
5685,North Sweden,(L)Ofoten og Vesterålen,Neo bulk,2030,501.6825838195498
5686,North Sweden,(L)Ofoten og Vesterålen,Neo bulk,2040,433.4626843038852
5687,North Sweden,(L)Ofoten og Vesterålen,Neo bulk,2050,381.28903223047564
5688,North Sweden,Agder,Break bulk (fast),2018,536.3480543597433
5689,North Sweden,Agder,Break bulk (fast),2020,534.6598603276651
5690,North Sweden,Agder,Break bulk (fast),2025,595.6702292478168
5691,North Sweden,Agder,Break bulk (fast),2030,664.085233365195
5692,North Sweden,Agder,Break bulk (fast),2040,692.7727437911775
5693,North Sweden,Agder,Break bulk (fast),2050,786.7028712866553
5694,North Sweden,Agder,Break bulk (slow),2018,10005.62433882205
5695,North Sweden,Agder,Break bulk (slow),2020,10012.039804408696
5696,North Sweden,Agder,Break bulk (slow),2025,11229.244429461036
5697,North Sweden,Agder,Break bulk (slow),2030,12597.034739867324
5698,North Sweden,Agder,Break bulk (slow),2040,13242.839451217384
5699,North Sweden,Agder,Break bulk (slow),2050,15354.51921887017
5700,North Sweden,Agder,Container (fast),2018,9.48305704801302
5701,North Sweden,Agder,Container (fast),2020,9.532894340760198
5702,North Sweden,Agder,Container (fast),2025,10.96644648972209
5703,North Sweden,Agder,Container (fast),2030,12.61557553383599
5704,North Sweden,Agder,Container (fast),2040,14.21573381549271
5705,North Sweden,Agder,Container (fast),2050,16.63994898579612
5706,North Sweden,Agder,Container (slow),2018,18.155123692267054
5707,North Sweden,Agder,Container (slow),2020,17.906107158292837
5708,North Sweden,Agder,Container (slow),2025,19.35497761781228
5709,North Sweden,Agder,Container (slow),2030,20.945699442490337
5710,North Sweden,Agder,Container (slow),2040,20.92994949742845
5711,North Sweden,Agder,Container (slow),2050,22.476640377465067
5712,North Sweden,Agder,Dry bulk,2018,33.90355045955934
5713,North Sweden,Agder,Dry bulk,2020,34.0910805548283
5714,North Sweden,Agder,Dry bulk,2025,38.12683125088961
5715,North Sweden,Agder,Dry bulk,2030,42.64852667441555
5716,North Sweden,Agder,Dry bulk,2040,45.3139126802295
5717,North Sweden,Agder,Dry bulk,2050,52.9497508014614
5718,North Sweden,Agder,Liquid bulk,2018,27.46849236449262
5719,North Sweden,Agder,Liquid bulk,2020,27.20443599522859
5720,North Sweden,Agder,Liquid bulk,2025,29.678606644132188
5721,North Sweden,Agder,Liquid bulk,2030,32.38964506588268
5722,North Sweden,Agder,Liquid bulk,2040,32.23355498588948
5723,North Sweden,Agder,Liquid bulk,2050,35.339792644216004
5724,North Sweden,Agder,Neo bulk,2018,191.0378956020744
5725,North Sweden,Agder,Neo bulk,2020,189.95004693932418
5726,North Sweden,Agder,Neo bulk,2025,212.27343385820134
5727,North Sweden,Agder,Neo bulk,2030,237.26532489811916
5728,North Sweden,Agder,Neo bulk,2040,253.21864005829624
5729,North Sweden,Agder,Neo bulk,2050,279.3835594162154
5730,North Sweden,Europe,Dry bulk,2018,13978332.432965871
5731,North Sweden,Europe,Dry bulk,2020,12463291.988246454
5732,North Sweden,Europe,Dry bulk,2025,13646823.065226825
5733,North Sweden,Europe,Dry bulk,2030,14942743.855254063
5734,North Sweden,Europe,Dry bulk,2040,14320161.465886794
5735,North Sweden,Europe,Dry bulk,2050,14136427.0148966
5736,North Sweden,Finnmark,Break bulk (slow),2018,7038.093678912309
5737,North Sweden,Finnmark,Break bulk (slow),2020,6933.802532601995
5738,North Sweden,Finnmark,Break bulk (slow),2025,7763.892183436394
5739,North Sweden,Finnmark,Break bulk (slow),2030,8716.435781948463
5740,North Sweden,Finnmark,Break bulk (slow),2040,9966.460368678909
5741,North Sweden,Finnmark,Break bulk (slow),2050,10701.487590384639
5742,North Sweden,Finnmark,Container (slow),2018,19.479903316069148
5743,North Sweden,Finnmark,Container (slow),2020,19.1381013328271
5744,North Sweden,Finnmark,Container (slow),2025,21.260004955686426
5745,North Sweden,Finnmark,Container (slow),2030,23.6460925093084
5746,North Sweden,Finnmark,Container (slow),2040,26.33691034135873
5747,North Sweden,Finnmark,Container (slow),2050,27.59781630350253
5748,North Sweden,Finnmark,Dry bulk,2018,123.29906947005375
5749,North Sweden,Finnmark,Dry bulk,2020,123.10444837373062
5750,North Sweden,Finnmark,Dry bulk,2025,138.87215402503145
5751,North Sweden,Finnmark,Dry bulk,2030,156.72881300795737
5752,North Sweden,Finnmark,Dry bulk,2040,177.92953497861203
5753,North Sweden,Finnmark,Dry bulk,2050,194.28207085373177
5754,North Sweden,Finnmark,Liquid bulk,2018,125.78068864979485
5755,North Sweden,Finnmark,Liquid bulk,2020,122.94885173531948
5756,North Sweden,Finnmark,Liquid bulk,2025,131.77027871056282
5757,North Sweden,Finnmark,Liquid bulk,2030,141.33612397489048
5758,North Sweden,Finnmark,Liquid bulk,2040,139.4335996358803
5759,North Sweden,Finnmark,Liquid bulk,2050,145.0481453022438
5760,North Sweden,Finnmark,Neo bulk,2018,560.1313186201312
5761,North Sweden,Finnmark,Neo bulk,2020,536.6862912109813
5762,North Sweden,Finnmark,Neo bulk,2025,539.3713865431685
5763,North Sweden,Finnmark,Neo bulk,2030,547.1586062892659
5764,North Sweden,Finnmark,Neo bulk,2040,555.0303129630344
5765,North Sweden,Finnmark,Neo bulk,2050,515.02550906113
5766,North Sweden,Hordaland,Break bulk (fast),2018,177.39404200799663
5767,North Sweden,Hordaland,Break bulk (fast),2020,179.90543843381775
5768,North Sweden,Hordaland,Break bulk (fast),2025,207.88202390588418
5769,North Sweden,Hordaland,Break bulk (fast),2030,240.32676676152082
5770,North Sweden,Hordaland,Break bulk (fast),2040,278.56145302382447
5771,North Sweden,Hordaland,Break bulk (fast),2050,315.5550694701662
5772,North Sweden,Hordaland,Break bulk (slow),2018,3290.3027880042473
5773,North Sweden,Hordaland,Break bulk (slow),2020,3337.6952697848787
5774,North Sweden,Hordaland,Break bulk (slow),2025,3908.13269029305
5775,North Sweden,Hordaland,Break bulk (slow),2030,4580.018499639936
5776,North Sweden,Hordaland,Break bulk (slow),2040,5578.659303378514
5777,North Sweden,Hordaland,Break bulk (slow),2050,6395.029926032936
5778,North Sweden,Hordaland,Container (fast),2018,29.176694167510796
5779,North Sweden,Hordaland,Container (fast),2020,29.22467425284103
5780,North Sweden,Hordaland,Container (fast),2025,33.109128705409645
5781,North Sweden,Hordaland,Container (fast),2030,37.5292300611824
5782,North Sweden,Hordaland,Container (fast),2040,41.67455225091406
5783,North Sweden,Hordaland,Container (fast),2050,48.03547828412617
5784,North Sweden,Hordaland,Container (slow),2018,314.2008986434451
5785,North Sweden,Hordaland,Container (slow),2020,319.03574059717573
5786,North Sweden,Hordaland,Container (slow),2025,371.8025574345649
5787,North Sweden,Hordaland,Container (slow),2030,433.4351862365039
5788,North Sweden,Hordaland,Container (slow),2040,504.3806723275625
5789,North Sweden,Hordaland,Container (slow),2050,577.3596518459641
5790,North Sweden,Hordaland,Dry bulk,2018,767.3277321368005
5791,North Sweden,Hordaland,Dry bulk,2020,776.8194680098604
5792,North Sweden,Hordaland,Dry bulk,2025,898.0790899589805
5793,North Sweden,Hordaland,Dry bulk,2030,1038.7668928951432
5794,North Sweden,Hordaland,Dry bulk,2040,1211.4689859077926
5795,North Sweden,Hordaland,Dry bulk,2050,1368.7069627143937
5796,North Sweden,Hordaland,Liquid bulk,2018,520.781908951872
5797,North Sweden,Hordaland,Liquid bulk,2020,518.9351146240444
5798,North Sweden,Hordaland,Liquid bulk,2025,577.2411353196354
5799,North Sweden,Hordaland,Liquid bulk,2030,642.2368964223064
5800,North Sweden,Hordaland,Liquid bulk,2040,677.8316261565529
5801,North Sweden,Hordaland,Liquid bulk,2050,776.329616985839
5802,North Sweden,Hordaland,Neo bulk,2018,98.2104815358433
5803,North Sweden,Hordaland,Neo bulk,2020,98.62077838718643
5804,North Sweden,Hordaland,Neo bulk,2025,110.73498122274778
5805,North Sweden,Hordaland,Neo bulk,2030,124.44617878171613
5806,North Sweden,Hordaland,Neo bulk,2040,136.36157587230383
5807,North Sweden,Hordaland,Neo bulk,2050,150.64201352399246
5808,North Sweden,Innlandet,Break bulk (fast),2018,48.077727267608424
5809,North Sweden,Innlandet,Break bulk (fast),2020,48.27112621175136
5810,North Sweden,Innlandet,Break bulk (fast),2025,51.93123123201653
5811,North Sweden,Innlandet,Break bulk (fast),2030,56.05161407173462
5812,North Sweden,Innlandet,Break bulk (fast),2040,60.2232539115312
5813,North Sweden,Innlandet,Break bulk (fast),2050,61.79894994590176
5814,North Sweden,Innlandet,Break bulk (slow),2018,13031.91276561538
5815,North Sweden,Innlandet,Break bulk (slow),2020,13165.955116054878
5816,North Sweden,Innlandet,Break bulk (slow),2025,15203.83789313865
5817,North Sweden,Innlandet,Break bulk (slow),2030,17565.185736523745
5818,North Sweden,Innlandet,Break bulk (slow),2040,20849.729044534197
5819,North Sweden,Innlandet,Break bulk (slow),2050,23315.571830229906
5820,North Sweden,Innlandet,Container (fast),2018,142.1925626181016
5821,North Sweden,Innlandet,Container (fast),2020,135.0004246369733
5822,North Sweden,Innlandet,Container (fast),2025,131.03601126300111
5823,North Sweden,Innlandet,Container (fast),2030,127.18801658505902
5824,North Sweden,Innlandet,Container (fast),2040,116.2357703915943
