,from_aggr_zone,to_aggr_zone,product_group,year,amount_tons
1443,Continental shelf,Rogaland,Container (slow),2030,2318.5778378320183
1444,Continental shelf,Rogaland,Container (slow),2040,1516.2548427930703
1445,Continental shelf,Rogaland,Container (slow),2050,1060.4929789402279
1446,Continental shelf,Rogaland,Liquid bulk,2018,833608.0789231979
1447,Continental shelf,Rogaland,Liquid bulk,2020,803128.411230583
1448,Continental shelf,Rogaland,Liquid bulk,2025,719964.8244525341
1449,Continental shelf,Rogaland,Liquid bulk,2030,645412.7897862981
1450,Continental shelf,Rogaland,Liquid bulk,2040,344235.6961356282
1451,Continental shelf,Rogaland,Liquid bulk,2050,257128.80647837778
1452,Continental shelf,Sogn og Fjordane,Container (slow),2018,436.13385297049103
1453,Continental shelf,Sogn og Fjordane,Container (slow),2020,369.32915960659
1454,Continental shelf,Sogn og Fjordane,Container (slow),2025,330.416471021998
1455,Continental shelf,Sogn og Fjordane,Container (slow),2030,295.6197965019116
1456,Continental shelf,Sogn og Fjordane,Container (slow),2040,186.8749400705569
1457,Continental shelf,Sogn og Fjordane,Container (slow),2050,123.23889497717501
1458,Continental shelf,Sogn og Fjordane,Liquid bulk,2018,391549.5226461991
1459,Continental shelf,Sogn og Fjordane,Liquid bulk,2020,366523.5902509221
1460,Continental shelf,Sogn og Fjordane,Liquid bulk,2025,325533.85118758574
1461,Continental shelf,Sogn og Fjordane,Liquid bulk,2030,289140.0456066669
1462,Continental shelf,Sogn og Fjordane,Liquid bulk,2040,156059.47465100727
1463,Continental shelf,Sogn og Fjordane,Liquid bulk,2050,110182.89180236889
1464,Continental shelf,South Sweden,Liquid bulk,2018,2117807.83603697
1465,Continental shelf,South Sweden,Liquid bulk,2020,2383753.23952465
1466,Continental shelf,South Sweden,Liquid bulk,2025,2363527.83207582
1467,Continental shelf,South Sweden,Liquid bulk,2030,2343474.0309408
1468,Continental shelf,South Sweden,Liquid bulk,2040,2183811.79453931
1469,Continental shelf,South Sweden,Liquid bulk,2050,2459469.85630844
1470,Continental shelf,Troms,Container (slow),2018,128.592356204578
1471,Continental shelf,Troms,Container (slow),2020,114.3032831482248
1472,Continental shelf,Troms,Container (slow),2025,107.9937016933861
1473,Continental shelf,Troms,Container (slow),2030,102.0324113552918
1474,Continental shelf,Troms,Container (slow),2040,73.3521663347385
1475,Continental shelf,Troms,Container (slow),2050,50.76998742606826
1476,Continental shelf,Trøndelag,Container (slow),2018,1005.0435448707433
1477,Continental shelf,Trøndelag,Container (slow),2020,789.8288983262709
1478,Continental shelf,Trøndelag,Container (slow),2025,668.0475405511532
1479,Continental shelf,Trøndelag,Container (slow),2030,565.5735207033491
1480,Continental shelf,Trøndelag,Container (slow),2040,308.22513190456385
1481,Continental shelf,Trøndelag,Container (slow),2050,202.0300221403226
1482,Continental shelf,Vestfold og Telemark,Liquid bulk,2018,1837299.862799318
1483,Continental shelf,Vestfold og Telemark,Liquid bulk,2020,1786540.579058025
1484,Continental shelf,Vestfold og Telemark,Liquid bulk,2025,1631605.4987963492
1485,Continental shelf,Vestfold og Telemark,Liquid bulk,2030,1490106.9334266922
1486,Continental shelf,Vestfold og Telemark,Liquid bulk,2040,848243.818895432
1487,Continental shelf,Vestfold og Telemark,Liquid bulk,2050,634014.555433314
1488,Continental shelf,World,Liquid bulk,2018,1075642.8280392
1489,Continental shelf,World,Liquid bulk,2020,1210717.53172281
1490,Continental shelf,World,Liquid bulk,2025,1200444.96869971
1491,Continental shelf,World,Liquid bulk,2030,1190259.56519012
1492,Continental shelf,World,Liquid bulk,2040,1109166.4950014
1493,Continental shelf,World,Liquid bulk,2050,1249174.29556182
1494,Europe,(L)Ofoten og Vesterålen,Break bulk (fast),2018,50728.90746785803
1495,Europe,(L)Ofoten og Vesterålen,Break bulk (fast),2020,49570.10792616816
1496,Europe,(L)Ofoten og Vesterålen,Break bulk (fast),2025,55299.010747653905
1497,Europe,(L)Ofoten og Vesterålen,Break bulk (fast),2030,61691.30971003764
1498,Europe,(L)Ofoten og Vesterålen,Break bulk (fast),2040,66983.76823568728
1499,Europe,(L)Ofoten og Vesterålen,Break bulk (fast),2050,72852.3460751034
1500,Europe,(L)Ofoten og Vesterålen,Break bulk (slow),2018,63985.322895882266
1501,Europe,(L)Ofoten og Vesterålen,Break bulk (slow),2020,62565.00409681531
1502,Europe,(L)Ofoten og Vesterålen,Break bulk (slow),2025,68109.72589844938
1503,Europe,(L)Ofoten og Vesterålen,Break bulk (slow),2030,74171.72261699183
1504,Europe,(L)Ofoten og Vesterålen,Break bulk (slow),2040,78832.3259711952
1505,Europe,(L)Ofoten og Vesterålen,Break bulk (slow),2050,81732.26940023963
1506,Europe,(L)Ofoten og Vesterålen,Container (fast),2018,185.01470093936985
1507,Europe,(L)Ofoten og Vesterålen,Container (fast),2020,181.12125953614122
1508,Europe,(L)Ofoten og Vesterålen,Container (fast),2025,193.1394894322459
1509,Europe,(L)Ofoten og Vesterålen,Container (fast),2030,206.2995090975176
1510,Europe,(L)Ofoten og Vesterålen,Container (fast),2040,209.15533615935038
1511,Europe,(L)Ofoten og Vesterålen,Container (fast),2050,216.24969623995938
1512,Europe,(L)Ofoten og Vesterålen,Container (slow),2018,1265.6744083405404
1513,Europe,(L)Ofoten og Vesterålen,Container (slow),2020,1219.4730319295786
1514,Europe,(L)Ofoten og Vesterålen,Container (slow),2025,1254.9854597390024
1515,Europe,(L)Ofoten og Vesterålen,Container (slow),2030,1295.1783947255124
1516,Europe,(L)Ofoten og Vesterålen,Container (slow),2040,1264.7800235125796
1517,Europe,(L)Ofoten og Vesterålen,Container (slow),2050,1225.6850287792593
1518,Europe,(L)Ofoten og Vesterålen,Dry bulk,2018,127463.05490898606
1519,Europe,(L)Ofoten og Vesterålen,Dry bulk,2020,124608.01822859206
1520,Europe,(L)Ofoten og Vesterålen,Dry bulk,2025,138825.00816548508
1521,Europe,(L)Ofoten og Vesterålen,Dry bulk,2030,154675.93767108786
1522,Europe,(L)Ofoten og Vesterålen,Dry bulk,2040,167791.07369267422
1523,Europe,(L)Ofoten og Vesterålen,Dry bulk,2050,182029.64735465296
1524,Europe,(L)Ofoten og Vesterålen,Liquid bulk,2018,17560.92251822216
1525,Europe,(L)Ofoten og Vesterålen,Liquid bulk,2020,17131.890523629147
1526,Europe,(L)Ofoten og Vesterålen,Liquid bulk,2025,18177.44452377092
1527,Europe,(L)Ofoten og Vesterålen,Liquid bulk,2030,19418.19789867504
1528,Europe,(L)Ofoten og Vesterålen,Liquid bulk,2040,19895.203778971914
1529,Europe,(L)Ofoten og Vesterålen,Liquid bulk,2050,20598.505248736878
1530,Europe,(L)Ofoten og Vesterålen,Neo bulk,2018,3054.7626606719086
1531,Europe,(L)Ofoten og Vesterålen,Neo bulk,2020,3030.804702107347
1532,Europe,(L)Ofoten og Vesterålen,Neo bulk,2025,3347.7589014374275
1533,Europe,(L)Ofoten og Vesterålen,Neo bulk,2030,3702.089481014682
1534,Europe,(L)Ofoten og Vesterålen,Neo bulk,2040,3936.4890237906534
1535,Europe,(L)Ofoten og Vesterålen,Neo bulk,2050,4214.032817771672
1536,Europe,Agder,Break bulk (fast),2018,13037.522446420104
1537,Europe,Agder,Break bulk (fast),2020,13129.356428629973
1538,Europe,Agder,Break bulk (fast),2025,14974.405048326154
1539,Europe,Agder,Break bulk (fast),2030,17088.85121318043
1540,Europe,Agder,Break bulk (fast),2040,19091.948649249385
1541,Europe,Agder,Break bulk (fast),2050,21597.53923344889
1542,Europe,Agder,Break bulk (slow),2018,120969.73329034708
1543,Europe,Agder,Break bulk (slow),2020,120965.64194479256
1544,Europe,Agder,Break bulk (slow),2025,136223.2950231657
1545,Europe,Agder,Break bulk (slow),2030,153518.4872621472
1546,Europe,Agder,Break bulk (slow),2040,164273.81989913713
1547,Europe,Agder,Break bulk (slow),2050,190789.00756627793
1548,Europe,Agder,Container (fast),2018,4860.359188994808
1549,Europe,Agder,Container (fast),2020,4840.53804847668
1550,Europe,Agder,Container (fast),2025,5345.597724276358
1551,Europe,Agder,Container (fast),2030,5903.5982480829225
1552,Europe,Agder,Container (fast),2040,6382.142747387621
1553,Europe,Agder,Container (fast),2050,6863.300639877109
1554,Europe,Agder,Container (slow),2018,9362.492113173328
1555,Europe,Agder,Container (slow),2020,9397.84406514616
1556,Europe,Agder,Container (slow),2025,10711.110222999756
1557,Europe,Agder,Container (slow),2030,12219.914290540313
1558,Europe,Agder,Container (slow),2040,13607.664304951884
1559,Europe,Agder,Container (slow),2050,15691.86908298711
1560,Europe,Agder,Dry bulk,2018,391213.97545364354
1561,Europe,Agder,Dry bulk,2020,383661.6605294746
1562,Europe,Agder,Dry bulk,2025,409231.0306527564
1563,Europe,Agder,Dry bulk,2030,437029.2515985961
1564,Europe,Agder,Dry bulk,2040,427638.86053418653
1565,Europe,Agder,Dry bulk,2050,433531.8863564007
1566,Europe,Agder,Liquid bulk,2018,121624.55266176893
1567,Europe,Agder,Liquid bulk,2020,125617.99723532706
1568,Europe,Agder,Liquid bulk,2025,144375.4878794571
1569,Europe,Agder,Liquid bulk,2030,166027.0214554455
1570,Europe,Agder,Liquid bulk,2040,188205.64577061104
1571,Europe,Agder,Liquid bulk,2050,215460.11204073898
1572,Europe,Agder,Neo bulk,2018,60396.47931994614
1573,Europe,Agder,Neo bulk,2020,60952.71432525875
1574,Europe,Agder,Neo bulk,2025,70417.50072665616
1575,Europe,Agder,Neo bulk,2030,81431.42331721338
1576,Europe,Agder,Neo bulk,2040,92352.64241284889
1577,Europe,Agder,Neo bulk,2050,105624.7880786985
1584,Europe,Finnmark,Break bulk (fast),2018,262.27977438607826
1585,Europe,Finnmark,Break bulk (fast),2020,258.7237320542859
1586,Europe,Finnmark,Break bulk (fast),2025,272.5149097614284
1587,Europe,Finnmark,Break bulk (fast),2030,288.5800531906699
1588,Europe,Finnmark,Break bulk (fast),2040,302.5778759027337
1589,Europe,Finnmark,Break bulk (fast),2050,307.77597588273966
1590,Europe,Finnmark,Break bulk (slow),2018,18131.66049832723
1591,Europe,Finnmark,Break bulk (slow),2020,18058.4253338657
1592,Europe,Finnmark,Break bulk (slow),2025,20430.46385101675
1593,Europe,Finnmark,Break bulk (slow),2030,23135.230992185876
1594,Europe,Finnmark,Break bulk (slow),2040,26741.354213345257
1595,Europe,Finnmark,Break bulk (slow),2050,28685.4325874599
1596,Europe,Finnmark,Container (fast),2018,1073.8925488227096
1597,Europe,Finnmark,Container (fast),2020,1004.4639442477971
1598,Europe,Finnmark,Container (fast),2025,970.0643118635285
1599,Europe,Finnmark,Container (fast),2030,936.9541143396716
1600,Europe,Finnmark,Container (fast),2040,844.1498338104175
1601,Europe,Finnmark,Container (fast),2050,749.1919902594154
1602,Europe,Finnmark,Container (slow),2018,962.7576369184335
1603,Europe,Finnmark,Container (slow),2020,934.5593449619626
1604,Europe,Finnmark,Container (slow),2025,1000.0132092572923
1605,Europe,Finnmark,Container (slow),2030,1073.8851427319664
1606,Europe,Finnmark,Container (slow),2040,1137.7497103944975
1607,Europe,Finnmark,Container (slow),2050,1171.7004156668493
1608,Europe,Finnmark,Dry bulk,2018,4228.735931110245
1609,Europe,Finnmark,Dry bulk,2020,4194.549162781482
1610,Europe,Finnmark,Dry bulk,2025,4698.634441336177
1611,Europe,Finnmark,Dry bulk,2030,5269.938619458258
1612,Europe,Finnmark,Dry bulk,2040,5889.463211744167
1613,Europe,Finnmark,Dry bulk,2050,6312.0730332294925
1614,Europe,Finnmark,Liquid bulk,2018,593.5922325460441
1615,Europe,Finnmark,Liquid bulk,2020,589.6424864150952
1616,Europe,Finnmark,Liquid bulk,2025,669.0621733407933
1617,Europe,Finnmark,Liquid bulk,2030,759.7320311014971
1618,Europe,Finnmark,Liquid bulk,2040,897.1952673583618
1619,Europe,Finnmark,Liquid bulk,2050,924.7906736712399
1620,Europe,Finnmark,Neo bulk,2018,4092.1374497153993
1621,Europe,Finnmark,Neo bulk,2020,3843.237540495381
1622,Europe,Finnmark,Neo bulk,2025,3766.0068937171163
1623,Europe,Finnmark,Neo bulk,2030,3721.908871489123
1624,Europe,Finnmark,Neo bulk,2040,3617.060577169076
1625,Europe,Finnmark,Neo bulk,2050,3244.6001482797446
1626,Europe,Hordaland,Break bulk (fast),2018,217998.23203799248
1627,Europe,Hordaland,Break bulk (fast),2020,220977.25834228145
1628,Europe,Hordaland,Break bulk (fast),2025,256011.8284514687
1629,Europe,Hordaland,Break bulk (fast),2030,296628.35879487096
1630,Europe,Hordaland,Break bulk (fast),2040,343689.57355526544
1631,Europe,Hordaland,Break bulk (fast),2050,388431.4052820711
1632,Europe,Hordaland,Break bulk (slow),2018,226420.00699704065
1633,Europe,Hordaland,Break bulk (slow),2020,228885.24629315804
1634,Europe,Hordaland,Break bulk (slow),2025,263708.8855199315
1635,Europe,Hordaland,Break bulk (slow),2030,304042.1831375499
1636,Europe,Hordaland,Break bulk (slow),2040,345631.2175270643
1637,Europe,Hordaland,Break bulk (slow),2050,393913.8577709379
1638,Europe,Hordaland,Container (fast),2018,14641.005208150034
1639,Europe,Hordaland,Container (fast),2020,14815.762997518079
1640,Europe,Hordaland,Container (fast),2025,17097.017383194157
1641,Europe,Hordaland,Container (fast),2030,19731.91311945329
1642,Europe,Hordaland,Container (fast),2040,22866.774617318028
1643,Europe,Hordaland,Container (fast),2050,25995.65816888346
1644,Europe,Hordaland,Container (slow),2018,8928.098399543896
1645,Europe,Hordaland,Container (slow),2020,9013.18952503954
1646,Europe,Hordaland,Container (slow),2025,10390.330924282438
1647,Europe,Hordaland,Container (slow),2030,11987.903871326043
1648,Europe,Hordaland,Container (slow),2040,13654.539421251675
1649,Europe,Hordaland,Container (slow),2050,15614.147391042923
1650,Europe,Hordaland,Dry bulk,2018,895177.4002407189
1651,Europe,Hordaland,Dry bulk,2020,888850.7235453774
1652,Europe,Hordaland,Dry bulk,2025,979402.0425584638
1653,Europe,Hordaland,Dry bulk,2030,1081493.9713674944
1654,Europe,Hordaland,Dry bulk,2040,1149821.2270547603
1655,Europe,Hordaland,Dry bulk,2050,1217501.602780287
1656,Europe,Hordaland,Liquid bulk,2018,510796.38893063826
1657,Europe,Hordaland,Liquid bulk,2020,524132.7690202811
1658,Europe,Hordaland,Liquid bulk,2025,501611.1646135381
1659,Europe,Hordaland,Liquid bulk,2030,484264.50547467393
1660,Europe,Hordaland,Liquid bulk,2040,406393.2463700435
1661,Europe,Hordaland,Liquid bulk,2050,371238.1389109605
1662,Europe,Hordaland,Neo bulk,2018,34641.87171803427
1663,Europe,Hordaland,Neo bulk,2020,34529.591514872154
1664,Europe,Hordaland,Neo bulk,2025,38561.86448172705
1665,Europe,Hordaland,Neo bulk,2030,43103.83424319261
1666,Europe,Hordaland,Neo bulk,2040,46496.26469480266
1667,Europe,Hordaland,Neo bulk,2050,51217.41328166264
1668,Europe,Innlandet,Break bulk (fast),2018,7976.574318282532
1669,Europe,Innlandet,Break bulk (fast),2020,7985.088708638894
1670,Europe,Innlandet,Break bulk (fast),2025,9008.100591259636
1671,Europe,Innlandet,Break bulk (fast),2030,10171.483773732225
1672,Europe,Innlandet,Break bulk (fast),2040,11461.273271140433
1673,Europe,Innlandet,Break bulk (fast),2050,12424.157781380036
1674,Europe,Innlandet,Break bulk (slow),2018,78578.65468553035
1675,Europe,Innlandet,Break bulk (slow),2020,78256.66367778761
1676,Europe,Innlandet,Break bulk (slow),2025,87662.06463261206
1677,Europe,Innlandet,Break bulk (slow),2030,98280.07882268571
1678,Europe,Innlandet,Break bulk (slow),2040,108424.24671440694
1679,Europe,Innlandet,Break bulk (slow),2050,118842.19078629368
1680,Europe,Innlandet,Container (fast),2018,7936.856038835434
1681,Europe,Innlandet,Container (fast),2020,7797.810008139841
1682,Europe,Innlandet,Container (fast),2025,8470.518848650952
1683,Europe,Innlandet,Container (fast),2030,9204.76028822242
1684,Europe,Innlandet,Container (fast),2040,9724.490208596928
1685,Europe,Innlandet,Container (fast),2050,10388.265252437917
1686,Europe,Innlandet,Container (slow),2018,13626.228566678119
1687,Europe,Innlandet,Container (slow),2020,13545.378049810459
1688,Europe,Innlandet,Container (slow),2025,15077.600803340221
1689,Europe,Innlandet,Container (slow),2030,16808.96393370969
1690,Europe,Innlandet,Container (slow),2040,18700.104945455936
1691,Europe,Innlandet,Container (slow),2050,20191.677563773395
1692,Europe,Innlandet,Dry bulk,2018,107359.02031050052
1693,Europe,Innlandet,Dry bulk,2020,107826.15488826155
1694,Europe,Innlandet,Dry bulk,2025,121472.7961549609
1695,Europe,Innlandet,Dry bulk,2030,136941.9251856201
1696,Europe,Innlandet,Dry bulk,2040,152921.19386488825
1697,Europe,Innlandet,Dry bulk,2050,167212.33310119016
1698,Europe,Innlandet,Liquid bulk,2018,53849.08871668455
1699,Europe,Innlandet,Liquid bulk,2020,53965.78786848335
1700,Europe,Innlandet,Liquid bulk,2025,60622.33525392197
1701,Europe,Innlandet,Liquid bulk,2030,68135.42700638548
1702,Europe,Innlandet,Liquid bulk,2040,75750.08732408249
1703,Europe,Innlandet,Liquid bulk,2050,81488.41010768026
1704,Europe,Innlandet,Neo bulk,2018,74030.49785156487
1705,Europe,Innlandet,Neo bulk,2020,74363.70559404544
1706,Europe,Innlandet,Neo bulk,2025,84605.90597275649
1707,Europe,Innlandet,Neo bulk,2030,96502.0707216552
1708,Europe,Innlandet,Neo bulk,2040,112642.77864737411
1709,Europe,Innlandet,Neo bulk,2050,125189.14716530681
1710,Europe,Møre og Romsdal,Break bulk (fast),2018,5369.457516776793
1711,Europe,Møre og Romsdal,Break bulk (fast),2020,5393.215103996514
1712,Europe,Møre og Romsdal,Break bulk (fast),2025,5969.548785657196
1713,Europe,Møre og Romsdal,Break bulk (fast),2030,6633.924999330066
1714,Europe,Møre og Romsdal,Break bulk (fast),2040,7312.4278799311205
1715,Europe,Møre og Romsdal,Break bulk (fast),2050,7932.67726322922
1716,Europe,Møre og Romsdal,Break bulk (slow),2018,53416.019636124234
1717,Europe,Møre og Romsdal,Break bulk (slow),2020,53413.27504785456
1718,Europe,Møre og Romsdal,Break bulk (slow),2025,60451.69935868245
1719,Europe,Møre og Romsdal,Break bulk (slow),2030,68474.5184660609
1720,Europe,Møre og Romsdal,Break bulk (slow),2040,76461.422153365
1721,Europe,Møre og Romsdal,Break bulk (slow),2050,85362.6530981129
1722,Europe,Møre og Romsdal,Container (fast),2018,129941.41850868994
1723,Europe,Møre og Romsdal,Container (fast),2020,125292.09610529084
1724,Europe,Møre og Romsdal,Container (fast),2025,125798.77805375967
1725,Europe,Møre og Romsdal,Container (fast),2030,126315.48911049667
1726,Europe,Møre og Romsdal,Container (fast),2040,118856.69054871782
1727,Europe,Møre og Romsdal,Container (fast),2050,110258.87310561266
1728,Europe,Møre og Romsdal,Container (slow),2018,16125.149855577421
1729,Europe,Møre og Romsdal,Container (slow),2020,15913.70671821688
1730,Europe,Møre og Romsdal,Container (slow),2025,17283.09047034245
1731,Europe,Møre og Romsdal,Container (slow),2030,18846.621116857765
1732,Europe,Møre og Romsdal,Container (slow),2040,20118.470842014674
1733,Europe,Møre og Romsdal,Container (slow),2050,21209.875952140355
1734,Europe,Møre og Romsdal,Dry bulk,2018,99496.31821391673
1735,Europe,Møre og Romsdal,Dry bulk,2020,100044.90064159055
1736,Europe,Møre og Romsdal,Dry bulk,2025,113513.61359368899
1737,Europe,Møre og Romsdal,Dry bulk,2030,128911.71813712691
1738,Europe,Møre og Romsdal,Dry bulk,2040,146065.24786839212
1739,Europe,Møre og Romsdal,Dry bulk,2050,159576.688777513
1740,Europe,Møre og Romsdal,Liquid bulk,2018,96066.03790198993
1741,Europe,Møre og Romsdal,Liquid bulk,2020,96474.66974842783
1742,Europe,Møre og Romsdal,Liquid bulk,2025,109045.47100881008
1743,Europe,Møre og Romsdal,Liquid bulk,2030,123373.24671397213
1744,Europe,Møre og Romsdal,Liquid bulk,2040,137024.22325209723
1745,Europe,Møre og Romsdal,Liquid bulk,2050,152576.67782166795
1746,Europe,Møre og Romsdal,Neo bulk,2018,28342.170869689286
1747,Europe,Møre og Romsdal,Neo bulk,2020,28481.109454266407
1748,Europe,Møre og Romsdal,Neo bulk,2025,32638.76928119836
1749,Europe,Møre og Romsdal,Neo bulk,2030,37454.939881809965
1750,Europe,Møre og Romsdal,Neo bulk,2040,42947.69743310027
1751,Europe,Møre og Romsdal,Neo bulk,2050,48781.80704247125
1752,Europe,Nordland,Break bulk (fast),2018,49499.58152346297
1753,Europe,Nordland,Break bulk (fast),2020,48863.00796245936
1754,Europe,Nordland,Break bulk (fast),2025,53479.16780927768
1755,Europe,Nordland,Break bulk (fast),2030,58535.43192198926
1756,Europe,Nordland,Break bulk (fast),2040,62500.755379427486
1757,Europe,Nordland,Break bulk (fast),2050,64139.35169520438
1758,Europe,Nordland,Break bulk (slow),2018,26364.41676557533
1759,Europe,Nordland,Break bulk (slow),2020,26413.54312555241
1760,Europe,Nordland,Break bulk (slow),2025,29756.564498324202
1761,Europe,Nordland,Break bulk (slow),2030,33528.8727075003
1762,Europe,Nordland,Break bulk (slow),2040,37402.08170472491
1763,Europe,Nordland,Break bulk (slow),2050,40144.560391973595
1764,Europe,Nordland,Container (fast),2018,0.902646307939623
1765,Europe,Nordland,Container (fast),2020,0.897314209175639
1766,Europe,Nordland,Container (fast),2025,0.982808298605871
1767,Europe,Nordland,Container (fast),2030,1.07644807351925
1768,Europe,Nordland,Container (fast),2040,1.13849587202382
1769,Europe,Nordland,Container (fast),2050,1.21640908617114
1770,Europe,Nordland,Container (slow),2018,2738.231267033019
1771,Europe,Nordland,Container (slow),2020,2674.610465405776
1772,Europe,Nordland,Container (slow),2025,2804.191348911464
1773,Europe,Nordland,Container (slow),2030,2949.597799078758
1774,Europe,Nordland,Container (slow),2040,2974.3645262099153
1775,Europe,Nordland,Container (slow),2050,2950.402732613283
1776,Europe,Nordland,Dry bulk,2018,1176214.0014810564
1777,Europe,Nordland,Dry bulk,2020,1180792.5338081738
1778,Europe,Nordland,Dry bulk,2025,1299873.7612471525
1779,Europe,Nordland,Dry bulk,2030,1433059.366492777
1780,Europe,Nordland,Dry bulk,2040,1582724.014348856
1781,Europe,Nordland,Dry bulk,2050,1617426.2248516364
1782,Europe,Nordland,Liquid bulk,2018,198374.87111256516
1783,Europe,Nordland,Liquid bulk,2020,203363.50295816618
1784,Europe,Nordland,Liquid bulk,2025,225713.5488717542
1785,Europe,Nordland,Liquid bulk,2030,250617.83153650613
1786,Europe,Nordland,Liquid bulk,2040,272570.59626935294
1787,Europe,Nordland,Liquid bulk,2050,280228.19836393924
1788,Europe,Nordland,Neo bulk,2018,19167.573139420376
1789,Europe,Nordland,Neo bulk,2020,19115.22467040708
1790,Europe,Nordland,Neo bulk,2025,21288.144487482965
1791,Europe,Nordland,Neo bulk,2030,23712.9386847211
1792,Europe,Nordland,Neo bulk,2040,25941.5022170702
1793,Europe,Nordland,Neo bulk,2050,27768.533513856935
1794,Europe,Rogaland,Break bulk (fast),2018,368511.95738854917
1795,Europe,Rogaland,Break bulk (fast),2020,372440.91124023905
1796,Europe,Rogaland,Break bulk (fast),2025,425730.64113927854
1797,Europe,Rogaland,Break bulk (fast),2030,486859.79553602636
1798,Europe,Rogaland,Break bulk (fast),2040,548977.69297013
1799,Europe,Rogaland,Break bulk (fast),2050,608265.7811634783
1800,Europe,Rogaland,Break bulk (slow),2018,252875.70624523147
1801,Europe,Rogaland,Break bulk (slow),2020,256576.1466867182
1802,Europe,Rogaland,Break bulk (slow),2025,297263.658489407
1803,Europe,Rogaland,Break bulk (slow),2030,344916.3814982212
1804,Europe,Rogaland,Break bulk (slow),2040,391486.8920711515
1805,Europe,Rogaland,Break bulk (slow),2050,439750.5947665662
1806,Europe,Rogaland,Container (fast),2018,102803.13344094521
1807,Europe,Rogaland,Container (fast),2020,102795.29853986643
1808,Europe,Rogaland,Container (fast),2025,113475.95895242316
1809,Europe,Rogaland,Container (fast),2030,125709.79267369659
1810,Europe,Rogaland,Container (fast),2040,139131.05591667723
1811,Europe,Rogaland,Container (fast),2050,147034.7747891846
1812,Europe,Rogaland,Container (slow),2018,11835.208135110921
1813,Europe,Rogaland,Container (slow),2020,11947.787485819326
1814,Europe,Rogaland,Container (slow),2025,13718.706440397338
1815,Europe,Rogaland,Container (slow),2030,15767.478819992231
1816,Europe,Rogaland,Container (slow),2040,17340.574232911425
1817,Europe,Rogaland,Container (slow),2050,19943.552681801484
1818,Europe,Rogaland,Dry bulk,2018,752543.6478774972
1819,Europe,Rogaland,Dry bulk,2020,752166.1927928148
1820,Europe,Rogaland,Dry bulk,2025,831361.8064096624
1821,Europe,Rogaland,Dry bulk,2030,920658.0261613572
1822,Europe,Rogaland,Dry bulk,2040,983511.1742943319
1823,Europe,Rogaland,Dry bulk,2050,1041715.11453263
1824,Europe,Rogaland,Liquid bulk,2018,808251.709239483
1825,Europe,Rogaland,Liquid bulk,2020,827499.9835913284
1826,Europe,Rogaland,Liquid bulk,2025,826398.1763600179
1827,Europe,Rogaland,Liquid bulk,2030,834633.0747395245
1828,Europe,Rogaland,Liquid bulk,2040,746911.1562629527
1829,Europe,Rogaland,Liquid bulk,2050,726186.1087963888
1830,Europe,Rogaland,Neo bulk,2018,163588.94791303127
1831,Europe,Rogaland,Neo bulk,2020,162140.31864422487
1832,Europe,Rogaland,Neo bulk,2025,177298.53642314664
1833,Europe,Rogaland,Neo bulk,2030,194299.14481819072
1834,Europe,Rogaland,Neo bulk,2040,199292.76986058187
1835,Europe,Rogaland,Neo bulk,2050,214696.79685272204
1836,Europe,Sogn og Fjordane,Break bulk (fast),2018,13199.419715496857
1837,Europe,Sogn og Fjordane,Break bulk (fast),2020,13070.211733186927
1838,Europe,Sogn og Fjordane,Break bulk (fast),2025,14466.098841686045
1839,Europe,Sogn og Fjordane,Break bulk (fast),2030,16028.140825347156
1840,Europe,Sogn og Fjordane,Break bulk (fast),2040,17122.374576793824
1841,Europe,Sogn og Fjordane,Break bulk (fast),2050,18580.172921564554
1842,Europe,Sogn og Fjordane,Break bulk (slow),2018,28021.407239630753
1843,Europe,Sogn og Fjordane,Break bulk (slow),2020,28095.291368453058
1844,Europe,Sogn og Fjordane,Break bulk (slow),2025,31408.25236692829
1845,Europe,Sogn og Fjordane,Break bulk (slow),2030,35140.94319745872
1846,Europe,Sogn og Fjordane,Break bulk (slow),2040,38672.65279395707
1847,Europe,Sogn og Fjordane,Break bulk (slow),2050,40732.03854111036
1848,Europe,Sogn og Fjordane,Container (fast),2018,7510.821106221254
1849,Europe,Sogn og Fjordane,Container (fast),2020,7387.523281421663
1850,Europe,Sogn og Fjordane,Container (fast),2025,8050.537679719657
1851,Europe,Sogn og Fjordane,Container (fast),2030,8773.72499169001
1852,Europe,Sogn og Fjordane,Container (fast),2040,9172.99055302503
1853,Europe,Sogn og Fjordane,Container (fast),2050,10169.229848976247
1854,Europe,Sogn og Fjordane,Container (slow),2018,2416.053437801914
1855,Europe,Sogn og Fjordane,Container (slow),2020,2390.149964596167
1856,Europe,Sogn og Fjordane,Container (slow),2025,2639.255822654573
1857,Europe,Sogn og Fjordane,Container (slow),2030,2917.302128980879
1858,Europe,Sogn og Fjordane,Container (slow),2040,3145.1753651605773
1859,Europe,Sogn og Fjordane,Container (slow),2050,3272.378157085503
1860,Europe,Sogn og Fjordane,Dry bulk,2018,143424.32303595895
1861,Europe,Sogn og Fjordane,Dry bulk,2020,139089.4930931674
1862,Europe,Sogn og Fjordane,Dry bulk,2025,145587.15810447652
1863,Europe,Sogn og Fjordane,Dry bulk,2030,152524.0384119633
1864,Europe,Sogn og Fjordane,Dry bulk,2040,151701.33898015227
1865,Europe,Sogn og Fjordane,Dry bulk,2050,143978.05281799112
