NGM_zone_nr;NGM_zone_name;NTP_zone_nr;NTP_zone_name;Old_County_zone_name;County_zone_name;STRAM_zone_name;STRAM_zone_nr
1617;Hitra;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1620;Frøya;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1622;Agdenes;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1634;Oppdal;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1635;Rennebu;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1636;Meldal;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1638;Orkdal;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1640;Røros;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1644;Holtålen;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1648;Midtre_Gauldal;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1653;Melhus;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1657;Skaun;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1662;Klæbu;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1663;Malvik;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1664;Selbu;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1665;Tydal;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1671;Trondheim1;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1672;Trondheim2;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1673;Trondheim3;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1674;Trondheim4;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1675;Trondheim5;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1676;Trondheim6;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1677;Trondheim7;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1678;Trondheim8;30;Trondheim;Sør-Trøndelag;Trøndelag;Trøndelag;9
1811;Bindal;33;Helgeland;Nordland;Nordland;Nordland;10
1812;Sømna;33;Helgeland;Nordland;Nordland;Nordland;10
1813;Brønnøy;33;Helgeland;Nordland;Nordland;Nordland;10
1815;Vega;33;Helgeland;Nordland;Nordland;Nordland;10
1816;Vevelstad;33;Helgeland;Nordland;Nordland;Nordland;10
1818;Herøy;33;Helgeland;Nordland;Nordland;Nordland;10
1820;Alstahaug;33;Helgeland;Nordland;Nordland;Nordland;10
1822;Leirfjord;33;Helgeland;Nordland;Nordland;Nordland;10
1824;Vefsn;33;Helgeland;Nordland;Nordland;Nordland;10
1825;Grane;33;Helgeland;Nordland;Nordland;Nordland;10
1826;Hattfjellda;33;Helgeland;Nordland;Nordland;Nordland;10
1827;Dønna;33;Helgeland;Nordland;Nordland;Nordland;10
1828;Nesna;33;Helgeland;Nordland;Nordland;Nordland;10
1832;Hemnes;33;Helgeland;Nordland;Nordland;Nordland;10
1833;Rana;33;Helgeland;Nordland;Nordland;Nordland;10
1834;Lurøy;33;Helgeland;Nordland;Nordland;Nordland;10
1835;Træna;33;Helgeland;Nordland;Nordland;Nordland;10
1836;Rødøy;33;Helgeland;Nordland;Nordland;Nordland;10
1880;Oertfjell;33;Helgeland;Nordland;Nordland;Nordland;10
1804;Bodø;34;Salten;Nordland;Nordland;Nordland;10
1837;Meløy;34;Salten;Nordland;Nordland;Nordland;10
1838;Gildeskål;34;Salten;Nordland;Nordland;Nordland;10
1839;Beiarn;34;Salten;Nordland;Nordland;Nordland;10
1840;Saltdal;34;Salten;Nordland;Nordland;Nordland;10
1841;Fauske;34;Salten;Nordland;Nordland;Nordland;10
1842;Skjerstad;34;Salten;Nordland;Nordland;Nordland;10
1845;Sørfold;34;Salten;Nordland;Nordland;Nordland;10
1848;Steigen;34;Salten;Nordland;Nordland;Nordland;10
1849;Hamarøy;34;Salten;Nordland;Nordland;Nordland;10
1805;Narvik;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1850;Tysfjord;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1851;Lødingen;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1852;Tjeldsund;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1853;Evenes;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1854;Ballangen;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1856;Røst;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1857;Værøy;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1859;Flakstad;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1860;Vestvågøy;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1865;Vågan;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1866;Hadsel;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1867;Bø;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1868;Øksnes;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1870;Sortland;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1871;Andøy;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1874;Moskenes;35;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;Ofoten/Lofoten/Vesterålen;11
1901;Harstad;36;Sør-Troms;Troms;Troms og Finnmark;Troms;12
1911;Kvæfjord;36;Sør-Troms;Troms;Troms og Finnmark;Troms;12
1913;Skånland;36;Sør-Troms;Troms;Troms og Finnmark;Troms;12
1915;Bjarkøy;36;Sør-Troms;Troms;Troms og Finnmark;Troms;12
1917;Ibestad;36;Sør-Troms;Troms;Troms og Finnmark;Troms;12
1919;Gratangen;36;Sør-Troms;Troms;Troms og Finnmark;Troms;12
1920;Lavangen;36;Sør-Troms;Troms;Troms og Finnmark;Troms;12
1922;Bardu;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1923;Salangen;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1924;Målselv;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1925;Sørreisa;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1926;Dyrøy;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1927;Tranøy;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1928;Torsken;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1929;Berg;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1931;Lenvik;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1933;Balsfjord;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1936;Karlsøy;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1938;Lyngen;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1939;Storfjord;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1940;Kåfjord;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1941;Skjervøy;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1942;Nordreisa;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1943;Kvænangen;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1971;Tromsø1;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1972;Tromsø2;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1973;Tromsø3;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
1974;Tromsø4;37;Tromsø og nord Troms;Troms;Troms og Finnmark;Troms;12
2004;Hammerfest;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2011;Kautokeino;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2012;Alta;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2014;Loppa;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2015;Hasvik;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2017;Kvalsund;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2018;Måsøy;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2019;Nordkapp;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2020;Porsanger;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2021;Kautokeino;38;Vest-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2002;Vardø;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2003;Vadsø;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2022;Lebesby;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2023;Gamvik;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2024;Berlevåg;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2025;Tana;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2027;Nesseby;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2028;Båtsfjord;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
2030;Sør-Varanger;39;Øst-Finnmark;Finnmark;Troms og Finnmark;Finnmark;13
61;Umeå;97;Europa ellers (inkl DK/FI og rest SE);Nord-Sverige;Nord-Sverige;Nord-Sverige;21
62;Østersund;97;Europa ellers (inkl DK/FI og rest SE);Nord-Sverige;Nord-Sverige;Nord-Sverige;21
51;Luleå;93;Nord-Sverige;Nord-Sverige;Nord-Sverige;Nord-Sverige;21
53;Kiruna;93;Nord-Sverige;Nord-Sverige;Nord-Sverige;Nord-Sverige;21
58;Gøteborg;95;Gøteborg;Sør-Sverige;Sør-Sverige;Sør-Sverige;22
52;Malmø;96;Syd-Sverige ellers;Sør-Sverige;Sør-Sverige;Sør-Sverige;22
57;Kalmar;96;Syd-Sverige ellers;Sør-Sverige;Sør-Sverige;Sør-Sverige;22
59;Jönköping;96;Syd-Sverige ellers;Sør-Sverige;Sør-Sverige;Sør-Sverige;22
50;Stockholm;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
54;Linköping;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
55;Falun;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
56;Västerås;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
60;Karlstad;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
5800;Litauen;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
5810;Latvia;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
5820;Estland;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
5831;Moskva;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
5835;StPetersburg;94;Ørje/Magnor (Stockholm);Sør-Sverige;Sør-Sverige;Sør-Sverige;22
3001;Helsingfors;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
3002;Oulu;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
3003;Kuopio;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
4001;København;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
4002;Odense;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
4003;Roskilde;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
4004;Ålborg;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
4005;Århus;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5101;Hamburg;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5102;Bremen;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5103;Emden;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5104;Berlin;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5105;Essen;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5106;München;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5201;Paris;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5202;Dunkerque;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5203;Marseille;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5204;Bordeaux;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5302;Dublin;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5402;Nijmegen;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5403;Amsterdam;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5404;Rotterdam;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5501;Brussel;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5502;Zeebrygge;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5605;London;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5606;Teesside;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5607;StFergus;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5700;Madrid;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5701;Granada;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5710;Portugal;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5720;Hellas;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5730;Bulgaria;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5740;Ungarn;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5750;Romania;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5760;Tsjekkia;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5770;Tidl-Jugoslavia;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5780;Albania;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5790;Tyrkia;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5830;Murmansk;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5840;Warzawa;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5841;Poznan;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5842;Gdansk;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5850;Island;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5860;Sveits;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5870;Østerrike;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5880;Roma;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5881;Milano;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5890;Malta;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5900;Hv-Russland;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5910;Slovakia;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5920;Ukraina;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
5930;Færøyene;97;Europa ellers (inkl DK/FI og rest SE);Europe;Europe;Europe;23
6000;Afrika;98;Verden ellers;Verden;Verden;Verden;24
6010;Midt-Østen;98;Verden ellers;Verden;Verden;Verden;24
6020;Fjerne_Østen;98;Verden ellers;Verden;Verden;Verden;24
6030;N-Amerika;98;Verden ellers;Verden;Verden;Verden;24
6040;S-Amerika;98;Verden ellers;Verden;Verden;Verden;24
6050;Oceania;98;Verden ellers;Verden;Verden;Verden;24
2301;Norskehavet;40;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;25
2302;Frigg;40;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;25
2303;Statfjord;40;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;25
2304;Oseberg;40;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;25
2305;Sleipner;40;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;25
2306;Ekofisk;40;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;Kontinentalsokkelen;25
