50	220	PC	1.23366681966349
50	233	PC	1.44684377548776
50	301	PC	8020.67243365973
50	2101	PC	979.217235289251
51	301	PC	3900.1037013418
52	301	PC	2.00488037993833
52	602	PC	2.47144339197989
52	619	PC	2.24801046281767
52	626	PC	.592042216800145
52	2101	PC	75.8299356186823
56	235	PC	3.61928868541558
58	104	PC	.646503311190188
58	219	PC	2.42749911467144
58	231	PC	1.25128208465869
58	301	PC	59764.1400991824
58	412	PC	1.32645430694194
58	427	PC	.567619764909553
58	528	PC	5.13820893731418
58	626	PC	.844099794249712
58	706	PC	.977985160056463
58	709	PC	.689081401918698
58	806	PC	2.99079272292916
58	906	PC	21.481600172837
58	1034	PC	3.83939873497043
58	1102	PC	1.11888359419563
58	1106	PC	1.96269747327403
58	1121	PC	.933090864294851
58	1124	PC	680.539188916949
58	1149	PC	10.245842608461
58	1271	PC	1.72952732444403
58	1274	PC	2.40777333402993
58	1416	PC	2.60743524211548
58	1502	PC	.802367314325524
58	1833	PC	.771068519966144
58	2012	PC	.601107225437127
58	2101	PC	6291.55920499166
59	301	PC	2.52114192985468
59	402	PC	.662567650808043
60	301	PC	1.13247599389547
61	301	PC	6083.00697852103
62	301	PC	457.648396504801
62	2101	PC	5727.24293477551
106	58	PC	67.427428787097
106	60	PC	91.1427131766765
301	50	PC	1.03984977277874
301	58	PC	24.0621237420999
619	1504	PC	3.89665056380588
805	1146	PC	8325.26557133127
814	5101	PC	3061.84433035048
814	5102	PC	26709.6345706247
814	5103	PC	1515.5281134902
814	5403	PC	1530.85143041724
814	5404	PC	13066.4487375744
906	55	PC	2.48845512859513
906	4001	PC	.770443517060182
1071	5501	PC	544.473202204689
1124	1504	PC	5.5233894201863
1146	50	PC	87151.441023243
1146	52	PC	42.5435643291379
1146	54	PC	302.600770282887
1146	58	PC	694433.451806336
1146	60	PC	5328.85119709834
1146	62	PC	1925.17073713107
1146	105	PC	12214.647710638
1146	704	PC	1676.90911838683
1146	805	PC	167879.077832966
1146	814	PC	433998.148830484
1146	1263	PC	1439.78468096574
1146	1411	PC	1276.70475561423
1146	1424	PC	435.473630729704
1146	1438	PC	182302.336166289
1146	1504	PC	475.429732493081
1146	1671	PC	74.4321749894055
1146	1824	PC	223.358706059963
1146	3001	PC	4908.24424835832
1146	4001	PC	1201.35580541728
1146	4002	PC	17.5434188906336
1146	4003	PC	6347.69317774524
1146	4004	PC	7087.11772997107
1146	4005	PC	4659.74148771669
1146	5101	PC	110962.25308085
1146	5102	PC	1013.14791132112
1146	5103	PC	226512.831508395
1146	5201	PC	380612.265072863
1146	5302	PC	742.858978146213
1146	5403	PC	49404.1636853345
1146	5404	PC	599010.627190875
1146	5501	PC	396124.113705776
1146	5605	PC	255993.021873887
1146	5700	PC	47751.3752181231
1146	5710	PC	34649.0635374212
1146	5790	PC	401558.326940633
1146	5820	PC	1938.99256104209
1146	5830	PC	1.93379837859718
1146	5840	PC	2928.32961292754
1146	5842	PC	5767.99650399478
1146	5860	PC	125912.769356315
1146	5870	PC	9113.58275997143
1146	5880	PC	33497.3135280117
1146	6000	PC	12201.8355650106
1146	6020	PC	165920.581580667
1146	6030	PC	60451.7391706401
1146	6040	PC	11190.7249102813
1259	51	PC	21.3133191681573
1259	52	PC	106.566595840787
1259	54	PC	682.026213381035
1259	56	PC	63.939957504472
1259	58	PC	107961.323946555
1259	3001	PC	18230.6817820794
1259	4001	PC	40.7336280792883
1259	4005	PC	3335.28740907172
1259	5101	PC	20878.8975338507
1259	5103	PC	20120.2499380601
1259	5201	PC	86134.3063158707
1259	5302	PC	1670.19306814454
1259	5403	PC	62322.4334951615
1259	5404	PC	145264.651449607
1259	5501	PC	217617.77463832
1259	5605	PC	217697.789682413
1259	5700	PC	12882.7902381927
