,from,to,Mode,fuel,route,product,weight,time_period,scenario
1743,Tromsø,Skien,Sea,LNG,1,Dry bulk,14081.647054340785,2030,AVG2
1744,Tromsø,Skien,Sea,LNG,1,Fish,2.768848233789092,2030,AVG2
1745,Tromsø,Skien,Sea,LNG,1,General cargo,1828.1643263567557,2030,AVG2
1746,Tromsø,Skien,Sea,LNG,1,Industrial goods,1001.0144921036743,2030,AVG2
1747,Tromsø,Skien,Sea,LNG,1,Other thermo,579.9530200023282,2030,AVG2
1748,Tromsø,Skien,Sea,LNG,1,Wet bulk,14142.37845248198,2030,AVG2
1749,Skien,Tromsø,Sea,LNG,1,Dry bulk,201.02751639300763,2020,AVG2
1750,Skien,Tromsø,Sea,LNG,1,Fish,378.8242318296994,2020,AVG2
1751,Skien,Tromsø,Sea,LNG,1,General cargo,11443.219995267473,2020,AVG2
1752,Skien,Tromsø,Sea,LNG,1,Industrial goods,3018.146446690897,2020,AVG2
1753,Skien,Tromsø,Sea,LNG,1,Other thermo,772.2254472952131,2020,AVG2
1754,Skien,Tromsø,Sea,LNG,1,Wet bulk,26730.612337894636,2020,AVG2
1755,Skien,Tromsø,Sea,LNG,1,Dry bulk,231.86356775565037,2025,AVG2
1756,Skien,Tromsø,Sea,LNG,1,Fish,438.84912724669,2025,AVG2
1757,Skien,Tromsø,Sea,LNG,1,General cargo,13399.992795919716,2025,AVG2
1758,Skien,Tromsø,Sea,LNG,1,Industrial goods,3489.8664368253217,2025,AVG2
1759,Skien,Tromsø,Sea,LNG,1,Other thermo,892.1135032078436,2025,AVG2
1760,Skien,Tromsø,Sea,LNG,1,Wet bulk,26460.4647462034,2025,AVG2
1761,Skien,Tromsø,Sea,LNG,1,Dry bulk,267.79964751590757,2030,AVG2
1762,Skien,Tromsø,Sea,LNG,1,Fish,508.3964431497064,2030,AVG2
1763,Skien,Tromsø,Sea,LNG,1,General cargo,15709.896352797821,2030,AVG2
1764,Skien,Tromsø,Sea,LNG,1,Industrial goods,4041.5073572538454,2030,AVG2
1765,Skien,Tromsø,Sea,LNG,1,Other thermo,1031.1752690437152,2030,AVG2
1766,Skien,Tromsø,Sea,LNG,1,Wet bulk,26413.129429512763,2030,AVG2
1767,Tromsø,Skien,Sea,Hydrogen,1,Other thermo,786.2545136411377,2050,AVG2
1768,Skien,Tromsø,Sea,Hydrogen,1,Fish,735.9478328778463,2050,AVG2
1769,Tromsø,Skien,Sea,Ammonia,1,Dry bulk,14861.210813161331,2040,AVG2
1770,Tromsø,Skien,Sea,Ammonia,1,Fish,3.24384434411323,2040,AVG2
1771,Tromsø,Skien,Sea,Ammonia,1,General cargo,2073.977840149328,2040,AVG2
1772,Tromsø,Skien,Sea,Ammonia,1,Industrial goods,1058.9408441767068,2040,AVG2
1773,Tromsø,Skien,Sea,Ammonia,1,Other thermo,684.6764113106764,2040,AVG2
1774,Tromsø,Skien,Sea,Ammonia,1,Wet bulk,9935.103610623151,2040,AVG2
1775,Tromsø,Skien,Sea,Ammonia,1,Dry bulk,17209.791559946952,2050,AVG2
1776,Tromsø,Skien,Sea,Ammonia,1,Fish,3.725610318861674,2050,AVG2
1777,Tromsø,Skien,Sea,Ammonia,1,General cargo,2311.5328101307787,2050,AVG2
1778,Tromsø,Skien,Sea,Ammonia,1,Industrial goods,1199.4706621682737,2050,AVG2
1779,Tromsø,Skien,Sea,Ammonia,1,Wet bulk,6962.522702337832,2050,AVG2
1780,Skien,Tromsø,Sea,Ammonia,1,Dry bulk,261.09620966033367,2040,AVG2
1781,Skien,Tromsø,Sea,Ammonia,1,Fish,643.6258565523526,2040,AVG2
1782,Skien,Tromsø,Sea,Ammonia,1,General cargo,18885.19844687837,2040,AVG2
1783,Skien,Tromsø,Sea,Ammonia,1,Industrial goods,4315.987490445726,2040,AVG2
1784,Skien,Tromsø,Sea,Ammonia,1,Other thermo,1274.0692389166486,2040,AVG2
1785,Skien,Tromsø,Sea,Ammonia,1,Wet bulk,24246.0298133016,2040,AVG2
1786,Skien,Tromsø,Sea,Ammonia,1,Dry bulk,280.1018516529614,2050,AVG2
1787,Skien,Tromsø,Sea,Ammonia,1,General cargo,21406.081109536935,2050,AVG2
1788,Skien,Tromsø,Sea,Ammonia,1,Industrial goods,4622.0586780196345,2050,AVG2
1789,Skien,Tromsø,Sea,Ammonia,1,Other thermo,1461.168648481557,2050,AVG2
1790,Skien,Tromsø,Sea,Ammonia,1,Wet bulk,22439.665709249057,2050,AVG2
1791,Kristiansand,Skien,Road,Diesel,1,Dry bulk,6162.717754466795,2020,AVG2
1792,Kristiansand,Skien,Road,Diesel,1,Fish,85.15066541024962,2020,AVG2
1793,Kristiansand,Skien,Road,Diesel,1,General cargo,7270.836767519064,2020,AVG2
1794,Kristiansand,Skien,Road,Diesel,1,Industrial goods,5975.149160292653,2020,AVG2
1795,Kristiansand,Skien,Road,Diesel,1,Other thermo,567.4236347547621,2020,AVG2
1796,Kristiansand,Skien,Road,Diesel,1,Timber,583.3459270201396,2020,AVG2
1797,Kristiansand,Skien,Road,Diesel,1,Wet bulk,11338.568389448017,2020,AVG2
1798,Kristiansand,Skien,Road,Diesel,1,Dry bulk,7507.220796351951,2025,AVG2
1799,Kristiansand,Skien,Road,Diesel,1,Fish,98.8551995936177,2025,AVG2
1800,Kristiansand,Skien,Road,Diesel,1,General cargo,5268.32060770529,2025,AVG2
1801,Kristiansand,Skien,Road,Diesel,1,Industrial goods,4921.502003513195,2025,AVG2
1802,Kristiansand,Skien,Road,Diesel,1,Other thermo,4982.443876077018,2025,AVG2
1803,Kristiansand,Skien,Road,Diesel,1,Wet bulk,10983.885845201035,2025,AVG2
1804,Kristiansand,Skien,Road,Diesel,1,Fish,103.24019829844997,2030,AVG2
1805,Kristiansand,Skien,Road,Diesel,1,General cargo,3584.043880183202,2030,AVG2
1806,Kristiansand,Skien,Road,Diesel,1,Industrial goods,5781.186174750275,2030,AVG2
1807,Kristiansand,Skien,Road,Diesel,1,Other thermo,705.2497196689293,2030,AVG2
1808,Kristiansand,Skien,Road,Diesel,1,Wet bulk,10717.623198200416,2030,AVG2
1809,Skien,Kristiansand,Road,Diesel,1,Dry bulk,2299.314107532631,2020,AVG2
1810,Skien,Kristiansand,Road,Diesel,1,Fish,147.62997953544706,2020,AVG2
1811,Skien,Kristiansand,Road,Diesel,1,General cargo,27684.81693033801,2020,AVG2
1812,Skien,Kristiansand,Road,Diesel,1,Industrial goods,8266.981331999874,2020,AVG2
1813,Skien,Kristiansand,Road,Diesel,1,Other thermo,2138.285817194794,2020,AVG2
1814,Skien,Kristiansand,Road,Diesel,1,Timber,145.86187420632905,2020,AVG2
1815,Skien,Kristiansand,Road,Diesel,1,Wet bulk,8513.301023342221,2020,AVG2
1816,Skien,Kristiansand,Road,Diesel,1,Dry bulk,2550.8100478951546,2025,AVG2
1817,Skien,Kristiansand,Road,Diesel,1,Fish,167.51287905633234,2025,AVG2
1818,Skien,Kristiansand,Road,Diesel,1,General cargo,7182.593023782642,2025,AVG2
1819,Skien,Kristiansand,Road,Diesel,1,Industrial goods,2543.8333554828623,2025,AVG2
1820,Skien,Kristiansand,Road,Diesel,1,Other thermo,724.803988097761,2025,AVG2
1821,Skien,Kristiansand,Road,Diesel,1,Wet bulk,5692.6876119057715,2025,AVG2
1822,Skien,Kristiansand,Road,Diesel,1,Fish,145.84598513215593,2030,AVG2
1823,Skien,Kristiansand,Road,Diesel,1,General cargo,3743.1704108373838,2030,AVG2
1824,Skien,Kristiansand,Road,Diesel,1,Industrial goods,2862.147357206778,2030,AVG2
1825,Skien,Kristiansand,Road,Diesel,1,Other thermo,819.4891436678055,2030,AVG2
1826,Skien,Kristiansand,Road,Diesel,1,Wet bulk,5241.958535760426,2030,AVG2
1827,Kristiansand,Skien,Road,Hydrogen,1,Dry bulk,6912.863099666136,2030,AVG2
1828,Kristiansand,Skien,Road,Hydrogen,1,Fish,16.33074091911805,2040,AVG2
1829,Kristiansand,Skien,Road,Hydrogen,1,General cargo,2569.7374904693165,2040,AVG2
1830,Kristiansand,Skien,Road,Hydrogen,1,Industrial goods,584.0240784770654,2040,AVG2
1831,Kristiansand,Skien,Road,Hydrogen,1,Other thermo,126.88210161501449,2040,AVG2
1832,Kristiansand,Skien,Road,Hydrogen,1,Wet bulk,3.9228731978942166,2040,AVG2
1833,Kristiansand,Skien,Road,Hydrogen,1,Dry bulk,7515.8477483784345,2050,AVG2
1834,Skien,Kristiansand,Road,Hydrogen,1,Dry bulk,2831.3402306259286,2030,AVG2
1835,Skien,Kristiansand,Road,Hydrogen,1,Fish,53.31277895480346,2040,AVG2
1836,Skien,Kristiansand,Road,Hydrogen,1,General cargo,4987.607406876936,2040,AVG2
1837,Skien,Kristiansand,Road,Hydrogen,1,Industrial goods,821.0592403378541,2040,AVG2
1838,Skien,Kristiansand,Road,Hydrogen,1,Other thermo,330.10930926453375,2040,AVG2
1839,Skien,Kristiansand,Road,Hydrogen,1,Wet bulk,251.21731017952877,2040,AVG2
1840,Skien,Kristiansand,Road,Hydrogen,1,Dry bulk,1530.0053929210262,2050,AVG2
1841,Skien,Kristiansand,Road,Hydrogen,1,Wet bulk,698.3501889926034,2050,AVG2
1842,Kristiansand,Skien,Road,Biogas,1,General cargo,767.724912343141,2040,AVG2
1843,Kristiansand,Skien,Road,Biogas,1,Fish,19.473770576228834,2050,AVG2
1844,Kristiansand,Skien,Road,Biogas,1,General cargo,5120.17576929702,2050,AVG2
1845,Kristiansand,Skien,Road,Biogas,1,Industrial goods,4002.2158985021324,2050,AVG2
1846,Kristiansand,Skien,Road,Biogas,1,Other thermo,149.04278497345953,2050,AVG2
1847,Kristiansand,Skien,Road,Biogas,1,Timber,474.45150782313965,2050,AVG2
1848,Kristiansand,Skien,Road,Biogas,1,Wet bulk,59.55282847557354,2050,AVG2
1849,Skien,Kristiansand,Road,Biogas,1,Fish,65.16414869481837,2050,AVG2
1850,Skien,Kristiansand,Road,Biogas,1,General cargo,6652.949068557177,2050,AVG2
1851,Skien,Kristiansand,Road,Biogas,1,Industrial goods,3824.123147320786,2050,AVG2
1852,Skien,Kristiansand,Road,Biogas,1,Other thermo,375.5775189133642,2050,AVG2
1853,Skien,Kristiansand,Road,Biogas,1,Timber,154.69088539378507,2050,AVG2
1854,Skien,Kristiansand,Road,Biogas,1,Wet bulk,2280.6979988238,2050,AVG2
1855,Oslo,Sør-Sverige,Road,Diesel,1,Fish,0.32197415378048144,2020,AVG2
1856,Oslo,Sør-Sverige,Road,Diesel,1,General cargo,9652.58590527676,2020,AVG2
1857,Oslo,Sør-Sverige,Road,Diesel,1,Industrial goods,12692.231529660974,2020,AVG2
1858,Oslo,Sør-Sverige,Road,Diesel,1,Other thermo,52.33973996538443,2020,AVG2
1859,Oslo,Sør-Sverige,Road,Diesel,1,Timber,32935.711929633406,2020,AVG2
1860,Oslo,Sør-Sverige,Road,Diesel,1,Wet bulk,6189.211952613063,2020,AVG2
1861,Oslo,Sør-Sverige,Road,Diesel,1,Fish,35.99936572708992,2025,AVG2
1862,Oslo,Sør-Sverige,Road,Diesel,1,General cargo,7690.135206707223,2025,AVG2
1863,Oslo,Sør-Sverige,Road,Diesel,1,Industrial goods,15045.837207353145,2025,AVG2
1864,Oslo,Sør-Sverige,Road,Diesel,1,Other thermo,198.43235276533008,2025,AVG2
1865,Oslo,Sør-Sverige,Road,Diesel,1,Timber,33955.168886750806,2025,AVG2
1866,Oslo,Sør-Sverige,Road,Diesel,1,Wet bulk,7283.373965174591,2025,AVG2
1867,Oslo,Sør-Sverige,Road,Diesel,1,Fish,42.382270542083916,2030,AVG2
1868,Oslo,Sør-Sverige,Road,Diesel,1,General cargo,9045.724139880713,2030,AVG2
1869,Oslo,Sør-Sverige,Road,Diesel,1,Industrial goods,17800.71546044378,2030,AVG2
1870,Oslo,Sør-Sverige,Road,Diesel,1,Other thermo,234.37644477197085,2030,AVG2
1871,Oslo,Sør-Sverige,Road,Diesel,1,Timber,44455.53156648185,2030,AVG2
1872,Oslo,Sør-Sverige,Road,Diesel,1,Wet bulk,8571.805291397877,2030,AVG2
1873,Sør-Sverige,Oslo,Road,Diesel,1,Fish,20.30745630841652,2020,AVG2
1874,Sør-Sverige,Oslo,Road,Diesel,1,General cargo,36877.97925768869,2020,AVG2
1875,Sør-Sverige,Oslo,Road,Diesel,1,Industrial goods,38124.90686019378,2020,AVG2
1876,Sør-Sverige,Oslo,Road,Diesel,1,Other thermo,328.9174800477601,2020,AVG2
1877,Sør-Sverige,Oslo,Road,Diesel,1,Timber,7444.4578694763095,2020,AVG2
1878,Sør-Sverige,Oslo,Road,Diesel,1,Wet bulk,26250.08601880779,2020,AVG2
1879,Sør-Sverige,Oslo,Road,Diesel,1,Fish,107.61436163768376,2025,AVG2
1880,Sør-Sverige,Oslo,Road,Diesel,1,General cargo,40723.606565259135,2025,AVG2
1881,Sør-Sverige,Oslo,Road,Diesel,1,Industrial goods,43898.82869073098,2025,AVG2
1882,Sør-Sverige,Oslo,Road,Diesel,1,Other thermo,1137.6833443398866,2025,AVG2
1883,Sør-Sverige,Oslo,Road,Diesel,1,Timber,7531.896234423359,2025,AVG2
1884,Sør-Sverige,Oslo,Road,Diesel,1,Wet bulk,28218.141852849487,2025,AVG2
1885,Sør-Sverige,Oslo,Road,Diesel,1,Fish,107.84563769769869,2030,AVG2
1886,Sør-Sverige,Oslo,Road,Diesel,1,General cargo,2188.3365172836993,2030,AVG2
1887,Sør-Sverige,Oslo,Road,Diesel,1,Industrial goods,50575.96201013587,2030,AVG2
1888,Sør-Sverige,Oslo,Road,Diesel,1,Other thermo,1287.982993600035,2030,AVG2
1889,Sør-Sverige,Oslo,Road,Diesel,1,Timber,7623.387650710042,2030,AVG2
1890,Sør-Sverige,Oslo,Road,Diesel,1,Wet bulk,30561.99800885906,2030,AVG2
1891,Oslo,Sør-Sverige,Road,Biodiesel,1,Dry bulk,2132.565179682199,2025,AVG2
1892,Oslo,Sør-Sverige,Road,Biodiesel,1,Dry bulk,3515.603026819911,2030,AVG2
1893,Oslo,Sør-Sverige,Road,Biodiesel,1,Dry bulk,8772.175715907933,2040,AVG2
1894,Oslo,Sør-Sverige,Road,Biodiesel,1,Fish,51.17378709146008,2040,AVG2
1895,Oslo,Sør-Sverige,Road,Biodiesel,1,General cargo,16099.372723616552,2040,AVG2
1896,Oslo,Sør-Sverige,Road,Biodiesel,1,Industrial goods,21630.09523234323,2040,AVG2
1897,Oslo,Sør-Sverige,Road,Biodiesel,1,Other thermo,283.4731486223378,2040,AVG2
1898,Oslo,Sør-Sverige,Road,Biodiesel,1,Timber,58483.51264268132,2040,AVG2
1899,Oslo,Sør-Sverige,Road,Biodiesel,1,Wet bulk,10353.498132462948,2040,AVG2
1900,Oslo,Sør-Sverige,Road,Biodiesel,1,Dry bulk,15422.953582298764,2050,AVG2
1901,Oslo,Sør-Sverige,Road,Biodiesel,1,Fish,63.6127217901561,2050,AVG2
1902,Oslo,Sør-Sverige,Road,Biodiesel,1,General cargo,19999.94075074432,2050,AVG2
1903,Oslo,Sør-Sverige,Road,Biodiesel,1,Industrial goods,27076.049621767062,2050,AVG2
1904,Oslo,Sør-Sverige,Road,Biodiesel,1,Other thermo,353.22118880951683,2050,AVG2
1905,Oslo,Sør-Sverige,Road,Biodiesel,1,Timber,78368.23531910776,2050,AVG2
1906,Oslo,Sør-Sverige,Road,Biodiesel,1,Wet bulk,12882.535515040416,2050,AVG2
1907,Sør-Sverige,Oslo,Road,Biodiesel,1,Dry bulk,1121.9328288157262,2025,AVG2
1908,Sør-Sverige,Oslo,Road,Biodiesel,1,Dry bulk,4719.149445914555,2030,AVG2
1909,Sør-Sverige,Oslo,Road,Biodiesel,1,General cargo,44997.02650943033,2030,AVG2
1910,Sør-Sverige,Oslo,Road,Biodiesel,1,Dry bulk,4816.432734582175,2040,AVG2
1911,Sør-Sverige,Oslo,Road,Biodiesel,1,Fish,102.1472712295533,2040,AVG2
1912,Sør-Sverige,Oslo,Road,Biodiesel,1,General cargo,56877.17503248184,2040,AVG2
1913,Sør-Sverige,Oslo,Road,Biodiesel,1,Industrial goods,57903.24012717674,2040,AVG2
1914,Sør-Sverige,Oslo,Road,Biodiesel,1,Other thermo,1436.922021373393,2040,AVG2
1915,Sør-Sverige,Oslo,Road,Biodiesel,1,Timber,7276.575099204444,2040,AVG2
1916,Sør-Sverige,Oslo,Road,Biodiesel,1,Wet bulk,31577.76678373519,2040,AVG2
1917,Sør-Sverige,Oslo,Road,Biodiesel,1,Dry bulk,5244.740693239437,2050,AVG2
1918,Sør-Sverige,Oslo,Road,Biodiesel,1,Fish,94.67515074049675,2050,AVG2
1919,Sør-Sverige,Oslo,Road,Biodiesel,1,General cargo,65441.74271724944,2050,AVG2
1920,Sør-Sverige,Oslo,Road,Biodiesel,1,Industrial goods,66274.57249465057,2050,AVG2
1921,Sør-Sverige,Oslo,Road,Biodiesel,1,Other thermo,1616.372360112786,2050,AVG2
1922,Sør-Sverige,Oslo,Road,Biodiesel,1,Timber,6778.429457452769,2050,AVG2
1923,Sør-Sverige,Oslo,Road,Biodiesel,1,Wet bulk,33983.79554949315,2050,AVG2
1924,Oslo,Hamar,Rail,Electric train (CL),1,Fish,284.31431160194387,2020,AVG2
1925,Oslo,Hamar,Rail,Electric train (CL),1,General cargo,10258.238400300525,2020,AVG2
1926,Oslo,Hamar,Rail,Electric train (CL),1,Other thermo,978.7247501389841,2020,AVG2
1927,Oslo,Hamar,Rail,Electric train (CL),1,Other thermo,1230.0051026778542,2025,AVG2
1928,Oslo,Hamar,Rail,Electric train (CL),1,Fish,362.3235198379568,2030,AVG2
1929,Oslo,Hamar,Rail,Electric train (CL),1,Fish,258.18632326845085,2040,AVG2
1930,Oslo,Hamar,Rail,Electric train (CL),1,General cargo,12927.599999999999,2040,AVG2
1931,Oslo,Hamar,Rail,Electric train (CL),1,Other thermo,1285.0087399328524,2040,AVG2
1932,Oslo,Hamar,Rail,Electric train (CL),1,Dry bulk,3367.9671864156335,2050,AVG2
1933,Oslo,Hamar,Rail,Electric train (CL),1,Fish,765.2432470637498,2050,AVG2
1934,Oslo,Hamar,Rail,Electric train (CL),1,General cargo,1028.0562121975975,2050,AVG2
1935,Oslo,Hamar,Rail,Electric train (CL),1,Industrial goods,1838.6483281126757,2050,AVG2
1936,Oslo,Hamar,Rail,Electric train (CL),1,Wet bulk,953.8418443013312,2050,AVG2
1937,Hamar,Oslo,Rail,Electric train (CL),1,General cargo,2255.6564663051413,2020,AVG2
1938,Hamar,Oslo,Rail,Electric train (CL),1,Other thermo,1950.4088088188203,2020,AVG2
1939,Hamar,Oslo,Rail,Electric train (CL),1,Timber,4432.657262834589,2020,AVG2
1940,Hamar,Oslo,Rail,Electric train (CL),1,General cargo,2750.0481886745756,2025,AVG2
1941,Hamar,Oslo,Rail,Electric train (CL),1,Other thermo,298.0269469896096,2025,AVG2
1942,Hamar,Oslo,Rail,Electric train (CL),1,Timber,4788.0,2025,AVG2
1943,Hamar,Oslo,Rail,Electric train (CL),1,Fish,868.1448197066717,2030,AVG2
1944,Hamar,Oslo,Rail,Electric train (CL),1,General cargo,3358.637117908018,2030,AVG2
1945,Hamar,Oslo,Rail,Electric train (CL),1,Other thermo,2535.0442451424597,2030,AVG2
1946,Hamar,Oslo,Rail,Electric train (CL),1,Timber,4082.3999999999996,2030,AVG2
1947,Hamar,Oslo,Rail,Electric train (CL),1,Fish,1606.8049367986962,2040,AVG2
1948,Hamar,Oslo,Rail,Electric train (CL),1,Timber,4082.3999999999996,2040,AVG2
1949,Hamar,Oslo,Rail,Electric train (CL),1,Dry bulk,1951.2559641789094,2050,AVG2
1950,Hamar,Oslo,Rail,Electric train (CL),1,Fish,1330.0950349269995,2050,AVG2
1951,Hamar,Oslo,Rail,Electric train (CL),1,Timber,4082.3999999999996,2050,AVG2
1952,Skien,Europa,Sea,LNG,1,Dry bulk,76349.3951639956,2020,AVG2
1953,Skien,Europa,Sea,LNG,1,Fish,53.365216149171644,2020,AVG2
1954,Skien,Europa,Sea,LNG,1,General cargo,2727.994770243995,2020,AVG2
1955,Skien,Europa,Sea,LNG,1,Industrial goods,10041.310329952805,2020,AVG2
1956,Skien,Europa,Sea,LNG,1,Other thermo,0.37125708880296415,2020,AVG2
1957,Skien,Europa,Sea,LNG,1,Timber,6338.715475440053,2020,AVG2
1958,Skien,Europa,Sea,LNG,1,Wet bulk,110175.79229072393,2020,AVG2
1959,Skien,Europa,Sea,LNG,1,Dry bulk,85677.00856946837,2025,AVG2
1960,Skien,Europa,Sea,LNG,1,Fish,58.333281569184116,2025,AVG2
1961,Skien,Europa,Sea,LNG,1,General cargo,3218.208498850307,2025,AVG2
1962,Skien,Europa,Sea,LNG,1,Industrial goods,11840.601549247296,2025,AVG2
1963,Skien,Europa,Sea,LNG,1,Other thermo,0.43841065777233706,2025,AVG2
1964,Skien,Europa,Sea,LNG,1,Timber,6861.004603353166,2025,AVG2
1965,Skien,Europa,Sea,LNG,1,Wet bulk,111628.62743890457,2025,AVG2
1966,Skien,Europa,Sea,LNG,1,Dry bulk,96272.61718060328,2030,AVG2
1967,Skien,Europa,Sea,LNG,1,Fish,64.02240135753361,2030,AVG2
1968,Skien,Europa,Sea,LNG,1,General cargo,3801.1768188879423,2030,AVG2
1969,Skien,Europa,Sea,LNG,1,Industrial goods,13965.069157237082,2030,AVG2
1970,Skien,Europa,Sea,LNG,1,Other thermo,0.5177403910112283,2030,AVG2
1971,Skien,Europa,Sea,LNG,1,Timber,7458.830958172099,2030,AVG2
1972,Skien,Europa,Sea,LNG,1,Wet bulk,114039.71545322757,2030,AVG2
1973,Skien,Europa,Sea,LNG,1,Dry bulk,105282.57261071703,2040,AVG2
1974,Skien,Europa,Sea,LNG,1,Fish,70.30089428497065,2040,AVG2
1975,Skien,Europa,Sea,LNG,1,General cargo,4606.3872425930385,2040,AVG2
1976,Skien,Europa,Sea,LNG,1,Industrial goods,16910.367881339327,2040,AVG2
1977,Skien,Europa,Sea,LNG,1,Other thermo,0.6270515094937804,2040,AVG2
1978,Skien,Europa,Sea,LNG,1,Timber,8060.390444087869,2040,AVG2
1979,Skien,Europa,Sea,LNG,1,Wet bulk,114951.08664491448,2040,AVG2
1980,Skien,Europa,Sea,LNG,1,Dry bulk,119482.85602100281,2050,AVG2
1981,Skien,Europa,Sea,LNG,1,Industrial goods,21096.577199268162,2050,AVG2
1982,Skien,Europa,Sea,LNG,1,Timber,8966.234623893159,2050,AVG2
1983,Skien,Europa,Sea,LNG,1,Wet bulk,120261.0471499511,2050,AVG2
1984,Europa,Skien,Sea,LNG,1,Dry bulk,70961.42739079386,2020,AVG2
1985,Europa,Skien,Sea,LNG,1,Fish,4.261072111995775,2020,AVG2
1986,Europa,Skien,Sea,LNG,1,General cargo,7590.116486254465,2020,AVG2
1987,Europa,Skien,Sea,LNG,1,Industrial goods,9276.06007955409,2020,AVG2
1988,Europa,Skien,Sea,LNG,1,Other thermo,445.1913648698734,2020,AVG2
1989,Europa,Skien,Sea,LNG,1,Timber,31.995774551425484,2020,AVG2
1990,Europa,Skien,Sea,LNG,1,Wet bulk,50688.85129504616,2020,AVG2
1991,Europa,Skien,Sea,LNG,1,Dry bulk,78261.75839423208,2025,AVG2
1992,Europa,Skien,Sea,LNG,1,Fish,4.179477137513505,2025,AVG2
1993,Europa,Skien,Sea,LNG,1,General cargo,8708.9765743488,2025,AVG2
1994,Europa,Skien,Sea,LNG,1,Industrial goods,10685.18038521416,2025,AVG2
1995,Europa,Skien,Sea,LNG,1,Other thermo,502.4266967597215,2025,AVG2
1996,Europa,Skien,Sea,LNG,1,Timber,31.522162218012227,2025,AVG2
1997,Europa,Skien,Sea,LNG,1,Wet bulk,52602.50763412122,2025,AVG2
1998,Europa,Skien,Sea,LNG,1,Dry bulk,86438.17177343671,2030,AVG2
1999,Europa,Skien,Sea,LNG,1,Fish,4.099748865691106,2030,AVG2
2000,Europa,Skien,Sea,LNG,1,General cargo,9997.076093784992,2030,AVG2
2001,Europa,Skien,Sea,LNG,1,Industrial goods,12310.87150139398,2030,AVG2
2002,Europa,Skien,Sea,LNG,1,Other thermo,567.2013292228601,2030,AVG2
2003,Europa,Skien,Sea,LNG,1,Timber,31.07980534129361,2030,AVG2
2004,Europa,Skien,Sea,LNG,1,Wet bulk,54940.91357459229,2030,AVG2
2005,Europa,Skien,Sea,LNG,1,Dry bulk,97915.93557866472,2040,AVG2
2006,Europa,Skien,Sea,LNG,1,Fish,4.025695388924212,2040,AVG2
2007,Europa,Skien,Sea,LNG,1,General cargo,11421.621649642695,2040,AVG2
2008,Europa,Skien,Sea,LNG,1,Industrial goods,14248.520199118964,2040,AVG2
2009,Europa,Skien,Sea,LNG,1,Other thermo,641.1509506032492,2040,AVG2
2010,Europa,Skien,Sea,LNG,1,Timber,28.397577681822092,2040,AVG2
2011,Europa,Skien,Sea,LNG,1,Wet bulk,54834.5414124791,2040,AVG2
2012,Europa,Skien,Sea,LNG,1,Dry bulk,107045.56428257978,2050,AVG2
2013,Europa,Skien,Sea,LNG,1,Industrial goods,16178.989964823184,2050,AVG2
2014,Europa,Skien,Sea,LNG,1,Timber,25.606934270362153,2050,AVG2
2015,Europa,Skien,Sea,LNG,1,Wet bulk,54796.652102146196,2050,AVG2
2016,Skien,Europa,Sea,Biogas,1,Fish,79.29145008033493,2050,AVG2
2017,Skien,Europa,Sea,Biogas,1,General cargo,5758.434341840895,2050,AVG2
2018,Skien,Europa,Sea,Biogas,1,Other thermo,0.7793614915279077,2050,AVG2
2019,Europa,Skien,Sea,Biogas,1,Fish,3.517254554541836,2050,AVG2
2020,Europa,Skien,Sea,Biogas,1,General cargo,12820.560508608436,2050,AVG2
2021,Europa,Skien,Sea,Biogas,1,Other thermo,713.534812125791,2050,AVG2
2022,Tromsø,Verden,Sea,LNG,1,Dry bulk,292744.70640981453,2020,AVG2
2023,Tromsø,Verden,Sea,LNG,1,Fish,24621.75366789038,2020,AVG2
2024,Tromsø,Verden,Sea,LNG,1,Industrial goods,390.09044110905415,2020,AVG2
2025,Tromsø,Verden,Sea,LNG,1,Other thermo,0.5559630068786996,2020,AVG2
2026,Tromsø,Verden,Sea,LNG,1,Wet bulk,1622312.1635838393,2020,AVG2
2027,Tromsø,Verden,Sea,LNG,1,Dry bulk,317128.79362424434,2025,AVG2
2028,Tromsø,Verden,Sea,LNG,1,Fish,28865.362336941744,2025,AVG2
2029,Tromsø,Verden,Sea,LNG,1,Industrial goods,454.2286537399177,2025,AVG2
2030,Tromsø,Verden,Sea,LNG,1,Other thermo,0.6510125229751773,2025,AVG2
2031,Tromsø,Verden,Sea,LNG,1,Wet bulk,1505273.8552371447,2025,AVG2
2032,Verden,Tromsø,Sea,LNG,1,Dry bulk,30242.62072473663,2020,AVG2
2033,Verden,Tromsø,Sea,LNG,1,Fish,613.4926685404905,2020,AVG2
2034,Verden,Tromsø,Sea,LNG,1,Industrial goods,1805.2026936504935,2020,AVG2
2035,Verden,Tromsø,Sea,LNG,1,Wet bulk,45.78457349625823,2020,AVG2
2036,Verden,Tromsø,Sea,LNG,1,Dry bulk,31662.08473473543,2025,AVG2
2037,Verden,Tromsø,Sea,LNG,1,Fish,585.0103109051556,2025,AVG2
2038,Verden,Tromsø,Sea,LNG,1,Industrial goods,1977.8950786800192,2025,AVG2
2039,Verden,Tromsø,Sea,LNG,1,Wet bulk,51.23567359601386,2025,AVG2
2040,Tromsø,Verden,Sea,Hydrogen,1,Wet bulk,1397005.9121476905,2030,AVG2
2041,Tromsø,Verden,Sea,Hydrogen,1,Wet bulk,810130.5887228424,2040,AVG2
2042,Tromsø,Verden,Sea,Hydrogen,1,Fish,50332.21057584858,2050,AVG2
