,from,to,Mode,fuel,route,product,weight,time_period,scenario
0,Stavanger,Nord-Sverige,Sea,LNG,1,Dry bulk,1563.3741008960526,2020,AVG2
1,Stavanger,Nord-Sverige,Sea,LNG,1,General cargo,1.7396126966299414,2020,AVG2
2,Stavanger,Nord-Sverige,Sea,LNG,1,Industrial goods,2308.988007499665,2020,AVG2
3,Stavanger,Nord-Sverige,Sea,LNG,1,Dry bulk,1908.5949793233556,2025,AVG2
4,Stavanger,Nord-Sverige,Sea,LNG,1,General cargo,2.0767207100521485,2025,AVG2
5,Stavanger,Nord-Sverige,Sea,LNG,1,Industrial goods,2740.72711003483,2025,AVG2
6,Stavanger,Nord-Sverige,Sea,LNG,1,Dry bulk,2331.1763263947073,2030,AVG2
7,Stavanger,Nord-Sverige,Sea,LNG,1,General cargo,2.479598614106601,2030,AVG2
8,Stavanger,Nord-Sverige,Sea,LNG,1,Industrial goods,3253.1941458109713,2030,AVG2
9,Stavanger,Nord-Sverige,Sea,LNG,1,Dry bulk,2754.0115426108587,2040,AVG2
10,Nord-Sverige,Stavanger,Sea,LNG,1,General cargo,124.76504988308368,2020,AVG2
11,Nord-Sverige,Stavanger,Sea,LNG,1,Industrial goods,11.732262945776355,2020,AVG2
12,Nord-Sverige,Stavanger,Sea,LNG,1,Wet bulk,0.8355602527426468,2020,AVG2
13,Nord-Sverige,Stavanger,Sea,LNG,1,General cargo,147.606312644474,2025,AVG2
14,Nord-Sverige,Stavanger,Sea,LNG,1,Industrial goods,13.374651929507438,2025,AVG2
15,Nord-Sverige,Stavanger,Sea,LNG,1,Wet bulk,0.9325294009855394,2025,AVG2
16,Nord-Sverige,Stavanger,Sea,LNG,1,General cargo,174.63525287182816,2030,AVG2
17,Nord-Sverige,Stavanger,Sea,LNG,1,Industrial goods,15.256676533597659,2030,AVG2
18,Nord-Sverige,Stavanger,Sea,LNG,1,Wet bulk,1.0407916544298674,2030,AVG2
19,Nord-Sverige,Stavanger,Sea,LNG,1,Wet bulk,1.1031073904275142,2040,AVG2
20,Stavanger,Nord-Sverige,Sea,Ammonia,1,General cargo,3.053780303034103,2040,AVG2
21,Stavanger,Nord-Sverige,Sea,Ammonia,1,Dry bulk,3479.979143556839,2050,AVG2
22,Stavanger,Nord-Sverige,Sea,Ammonia,1,General cargo,3.8587643945659234,2050,AVG2
23,Stavanger,Nord-Sverige,Sea,Ammonia,1,Industrial goods,4983.483441217702,2050,AVG2
24,Nord-Sverige,Stavanger,Sea,Ammonia,1,General cargo,209.96305691313785,2040,AVG2
25,Nord-Sverige,Stavanger,Sea,Ammonia,1,General cargo,237.36303098370666,2050,AVG2
26,Nord-Sverige,Stavanger,Sea,Ammonia,1,Industrial goods,18.918275078015704,2050,AVG2
27,Nord-Sverige,Stavanger,Sea,Ammonia,1,Wet bulk,1.1738114331086422,2050,AVG2
28,Stavanger,Nord-Sverige,Sea,Biogas,1,Industrial goods,3970.0053385066767,2040,AVG2
29,Nord-Sverige,Stavanger,Sea,Biogas,1,Industrial goods,15.89538685541142,2040,AVG2
30,Trondheim,Europa,Sea,LNG,1,Dry bulk,16917.121318781035,2020,AVG2
31,Trondheim,Europa,Sea,LNG,1,Fish,3294.4605517155965,2020,AVG2
32,Trondheim,Europa,Sea,LNG,1,General cargo,1863.718173930066,2020,AVG2
33,Trondheim,Europa,Sea,LNG,1,Industrial goods,36058.79114327923,2020,AVG2
34,Trondheim,Europa,Sea,LNG,1,Other thermo,94.41386251098812,2020,AVG2
35,Trondheim,Europa,Sea,LNG,1,Timber,209.30953061459766,2020,AVG2
36,Trondheim,Europa,Sea,LNG,1,Wet bulk,4739.609298291225,2020,AVG2
37,Trondheim,Europa,Sea,LNG,1,Dry bulk,19242.731929114572,2025,AVG2
38,Trondheim,Europa,Sea,LNG,1,Fish,3845.6762892830516,2025,AVG2
39,Trondheim,Europa,Sea,LNG,1,General cargo,2164.721981739698,2025,AVG2
40,Trondheim,Europa,Sea,LNG,1,Industrial goods,42164.03354448873,2025,AVG2
41,Trondheim,Europa,Sea,LNG,1,Other thermo,110.9814400926305,2025,AVG2
42,Trondheim,Europa,Sea,LNG,1,Timber,244.29826087277567,2025,AVG2
43,Trondheim,Europa,Sea,LNG,1,Wet bulk,5555.047984804344,2025,AVG2
44,Trondheim,Europa,Sea,LNG,1,Dry bulk,21918.568490643174,2030,AVG2
45,Trondheim,Europa,Sea,LNG,1,Fish,4492.228773497536,2030,AVG2
46,Trondheim,Europa,Sea,LNG,1,General cargo,2521.491898915944,2030,AVG2
47,Trondheim,Europa,Sea,LNG,1,Industrial goods,49306.27005299645,2030,AVG2
48,Trondheim,Europa,Sea,LNG,1,Other thermo,130.45666342286668,2030,AVG2
49,Trondheim,Europa,Sea,LNG,1,Timber,285.136171778947,2030,AVG2
50,Trondheim,Europa,Sea,LNG,1,Wet bulk,6512.160502441413,2030,AVG2
51,Trondheim,Europa,Sea,LNG,1,Dry bulk,24522.22280202144,2040,AVG2
52,Trondheim,Europa,Sea,LNG,1,Industrial goods,59061.36531391785,2040,AVG2
53,Trondheim,Europa,Sea,LNG,1,Timber,340.21839833618856,2040,AVG2
54,Trondheim,Europa,Sea,LNG,1,Wet bulk,7835.093408762794,2040,AVG2
55,Europa,Trondheim,Sea,LNG,1,Dry bulk,9727.801173068052,2020,AVG2
56,Europa,Trondheim,Sea,LNG,1,Fish,122.01290518341973,2020,AVG2
57,Europa,Trondheim,Sea,LNG,1,General cargo,5540.397311276669,2020,AVG2
58,Europa,Trondheim,Sea,LNG,1,Industrial goods,19810.141949492314,2020,AVG2
59,Europa,Trondheim,Sea,LNG,1,Other thermo,706.294840988271,2020,AVG2
60,Europa,Trondheim,Sea,LNG,1,Timber,11119.981809672232,2020,AVG2
61,Europa,Trondheim,Sea,LNG,1,Wet bulk,1774.5887677990486,2020,AVG2
62,Europa,Trondheim,Sea,LNG,1,Dry bulk,9633.917860069147,2025,AVG2
63,Europa,Trondheim,Sea,LNG,1,Fish,126.35262678776876,2025,AVG2
64,Europa,Trondheim,Sea,LNG,1,General cargo,6437.224822888257,2025,AVG2
65,Europa,Trondheim,Sea,LNG,1,Industrial goods,23120.204496179213,2025,AVG2
66,Europa,Trondheim,Sea,LNG,1,Other thermo,809.8319979621804,2025,AVG2
67,Europa,Trondheim,Sea,LNG,1,Timber,12646.592893946323,2025,AVG2
68,Europa,Trondheim,Sea,LNG,1,Wet bulk,1831.3082300164936,2025,AVG2
69,Europa,Trondheim,Sea,LNG,1,Dry bulk,9590.874140041933,2030,AVG2
70,Europa,Trondheim,Sea,LNG,1,Fish,131.38679873731138,2030,AVG2
71,Europa,Trondheim,Sea,LNG,1,General cargo,7492.93276301683,2030,AVG2
72,Europa,Trondheim,Sea,LNG,1,Industrial goods,27008.512156235756,2030,AVG2
73,Europa,Trondheim,Sea,LNG,1,Other thermo,928.8398009017125,2030,AVG2
74,Europa,Trondheim,Sea,LNG,1,Timber,14436.604669010787,2030,AVG2
75,Europa,Trondheim,Sea,LNG,1,Wet bulk,1914.9666695598714,2030,AVG2
76,Europa,Trondheim,Sea,LNG,1,Dry bulk,8544.422281194147,2040,AVG2
77,Europa,Trondheim,Sea,LNG,1,Industrial goods,32056.310955936744,2040,AVG2
78,Europa,Trondheim,Sea,LNG,1,Timber,17171.34247418394,2040,AVG2
79,Europa,Trondheim,Sea,LNG,1,Wet bulk,1906.9271288945029,2040,AVG2
80,Trondheim,Europa,Sea,Hydrogen,1,Fish,6600.58728169506,2050,AVG2
81,Trondheim,Europa,Sea,Hydrogen,1,General cargo,3666.5467395070486,2050,AVG2
82,Trondheim,Europa,Sea,Hydrogen,1,Industrial goods,72960.37033133957,2050,AVG2
83,Europa,Trondheim,Sea,Hydrogen,1,General cargo,5787.829641450932,2040,AVG2
84,Europa,Trondheim,Sea,Hydrogen,1,Other thermo,1117.67372198658,2040,AVG2
85,Europa,Trondheim,Sea,Hydrogen,1,General cargo,9936.648933337518,2050,AVG2
86,Europa,Trondheim,Sea,Hydrogen,1,Industrial goods,36359.69278713196,2050,AVG2
87,Europa,Trondheim,Sea,Hydrogen,1,Other thermo,1211.161854475865,2050,AVG2
88,Europa,Trondheim,Sea,Hydrogen,1,Timber,17646.402970933206,2050,AVG2
89,Trondheim,Europa,Sea,Ammonia,1,Other thermo,194.90158884823796,2050,AVG2
90,Trondheim,Europa,Sea,Ammonia,1,Timber,419.5932681135347,2050,AVG2
91,Europa,Trondheim,Sea,Ammonia,1,Fish,128.41958680920004,2050,AVG2
92,Trondheim,Europa,Sea,Biogas,1,Fish,5372.463416964691,2040,AVG2
93,Trondheim,Europa,Sea,Biogas,1,General cargo,2992.4287624418002,2040,AVG2
94,Trondheim,Europa,Sea,Biogas,1,Other thermo,157.1448564009997,2040,AVG2
95,Trondheim,Europa,Sea,Biogas,1,Dry bulk,28443.546896050113,2050,AVG2
96,Trondheim,Europa,Sea,Biogas,1,Wet bulk,9709.437543616128,2050,AVG2
97,Europa,Trondheim,Sea,Biogas,1,Fish,131.78420461865448,2040,AVG2
98,Europa,Trondheim,Sea,Biogas,1,General cargo,3123.4032031488778,2040,AVG2
99,Europa,Trondheim,Sea,Biogas,1,Dry bulk,8559.748988233043,2050,AVG2
100,Europa,Trondheim,Sea,Biogas,1,Wet bulk,1895.27877672422,2050,AVG2
101,Kontinentalsokkelen,Verden,Sea,LNG,1,Wet bulk,764265.4419000237,2020,AVG2
102,Kontinentalsokkelen,Verden,Sea,LNG,1,Wet bulk,757780.8864916919,2025,AVG2
103,Kontinentalsokkelen,Verden,Sea,Hydrogen,1,Wet bulk,700161.3499696336,2040,AVG2
104,Kontinentalsokkelen,Verden,Sea,Ammonia,1,Wet bulk,788541.2740733989,2050,AVG2
105,Kontinentalsokkelen,Verden,Sea,Biogas,1,Wet bulk,751351.3505262631,2030,AVG2
106,Oslo,Sør-Sverige,Rail,Electric train (CL),1,Dry bulk,14122.811950192596,2020,AVG2
107,Oslo,Sør-Sverige,Rail,Electric train (CL),1,Fish,46.24929796691766,2020,AVG2
108,Oslo,Sør-Sverige,Rail,Electric train (CL),1,Industrial goods,62.64943738203062,2020,AVG2
109,Oslo,Sør-Sverige,Rail,Electric train (CL),1,Other thermo,176.69150706737244,2020,AVG2
110,Oslo,Sør-Sverige,Rail,Electric train (CL),1,Dry bulk,13416.223919100008,2025,AVG2
111,Oslo,Sør-Sverige,Rail,Electric train (CL),1,Dry bulk,14364.667762447561,2030,AVG2
112,Oslo,Sør-Sverige,Rail,Electric train (CL),1,Dry bulk,9516.093925690438,2040,AVG2
113,Oslo,Sør-Sverige,Rail,Electric train (CL),1,Dry bulk,4493.462124569384,2050,AVG2
114,Sør-Sverige,Oslo,Rail,Electric train (CL),1,Dry bulk,24674.484509911206,2020,AVG2
115,Sør-Sverige,Oslo,Rail,Electric train (CL),1,Fish,133.08645130448022,2020,AVG2
116,Sør-Sverige,Oslo,Rail,Electric train (CL),1,Other thermo,1034.0268461753956,2020,AVG2
117,Sør-Sverige,Oslo,Rail,Electric train (CL),1,Dry bulk,26833.776080899992,2025,AVG2
118,Sør-Sverige,Oslo,Rail,Electric train (CL),1,Dry bulk,25885.332237552437,2030,AVG2
119,Sør-Sverige,Oslo,Rail,Electric train (CL),1,Dry bulk,30733.90607430956,2040,AVG2
120,Sør-Sverige,Oslo,Rail,Electric train (CL),1,Dry bulk,35756.537875430615,2050,AVG2
121,Bergen,Stavanger,Sea,LNG,1,Dry bulk,3209.8507912882933,2040,AVG2
122,Bergen,Stavanger,Sea,LNG,1,Fish,258.5850348363524,2040,AVG2
123,Bergen,Stavanger,Sea,LNG,1,General cargo,2902.218161414916,2040,AVG2
124,Bergen,Stavanger,Sea,LNG,1,Industrial goods,4119.048475921318,2040,AVG2
125,Bergen,Stavanger,Sea,LNG,1,Timber,86.73869493451456,2040,AVG2
126,Bergen,Stavanger,Sea,LNG,1,Wet bulk,11610.864121194705,2040,AVG2
127,Bergen,Stavanger,Sea,LNG,1,Dry bulk,3397.7703729202785,2050,AVG2
128,Bergen,Stavanger,Sea,LNG,1,General cargo,4300.370000190984,2050,AVG2
129,Bergen,Stavanger,Sea,LNG,1,Industrial goods,4552.099046468643,2050,AVG2
130,Bergen,Stavanger,Sea,LNG,1,Timber,76.50192259857432,2050,AVG2
131,Bergen,Stavanger,Sea,LNG,1,Wet bulk,9320.8731294852,2050,AVG2
132,Stavanger,Bergen,Sea,LNG,1,Dry bulk,14355.422245043315,2040,AVG2
133,Stavanger,Bergen,Sea,LNG,1,General cargo,10049.921696402636,2040,AVG2
134,Stavanger,Bergen,Sea,LNG,1,Industrial goods,7731.826514662527,2040,AVG2
135,Stavanger,Bergen,Sea,LNG,1,Other thermo,2201.0821339679546,2040,AVG2
136,Stavanger,Bergen,Sea,LNG,1,Timber,49.63010331873951,2040,AVG2
137,Stavanger,Bergen,Sea,LNG,1,Wet bulk,4693.990902836887,2040,AVG2
138,Stavanger,Bergen,Sea,LNG,1,Dry bulk,15796.026595459254,2050,AVG2
139,Stavanger,Bergen,Sea,LNG,1,General cargo,8404.172233693424,2050,AVG2
140,Stavanger,Bergen,Sea,LNG,1,Industrial goods,8772.871484382145,2050,AVG2
141,Stavanger,Bergen,Sea,LNG,1,Timber,43.68587703047968,2050,AVG2
142,Stavanger,Bergen,Sea,LNG,1,Wet bulk,4775.655315019224,2050,AVG2
143,Tromsø,Nord-Sverige,Sea,LNG,1,Dry bulk,6302.66465898476,2030,AVG2
144,Tromsø,Nord-Sverige,Sea,LNG,1,Fish,95.70371308481997,2030,AVG2
145,Tromsø,Nord-Sverige,Sea,LNG,1,General cargo,6.4881403965551,2030,AVG2
146,Tromsø,Nord-Sverige,Sea,LNG,1,Industrial goods,59.13686978712863,2030,AVG2
147,Tromsø,Nord-Sverige,Sea,LNG,1,Wet bulk,101.80169853266007,2030,AVG2
148,Nord-Sverige,Tromsø,Sea,LNG,1,Dry bulk,440.3125398448658,2030,AVG2
149,Nord-Sverige,Tromsø,Sea,LNG,1,General cargo,481.9381458367444,2030,AVG2
150,Nord-Sverige,Tromsø,Sea,LNG,1,Industrial goods,142.4944974882263,2030,AVG2
151,Nord-Sverige,Tromsø,Sea,LNG,1,Timber,377.4228779419716,2030,AVG2
152,Nord-Sverige,Tromsø,Sea,LNG,1,Wet bulk,5.985695587503953,2030,AVG2
153,Tromsø,Nord-Sverige,Sea,Hydrogen,1,Dry bulk,6508.08352589807,2050,AVG2
154,Tromsø,Nord-Sverige,Sea,Hydrogen,1,Fish,142.88619615435562,2050,AVG2
155,Nord-Sverige,Tromsø,Sea,Hydrogen,1,Dry bulk,661.1370611801611,2050,AVG2
156,Tromsø,Nord-Sverige,Sea,Ammonia,1,Dry bulk,6303.38929395464,2040,AVG2
157,Tromsø,Nord-Sverige,Sea,Ammonia,1,Fish,115.217672729951,2040,AVG2
158,Tromsø,Nord-Sverige,Sea,Ammonia,1,General cargo,7.430248652016724,2040,AVG2
159,Tromsø,Nord-Sverige,Sea,Ammonia,1,Industrial goods,69.40419990338236,2040,AVG2
160,Tromsø,Nord-Sverige,Sea,Ammonia,1,Wet bulk,58.68999331628824,2040,AVG2
161,Tromsø,Nord-Sverige,Sea,Ammonia,1,General cargo,8.864065056442055,2050,AVG2
162,Tromsø,Nord-Sverige,Sea,Ammonia,1,Industrial goods,84.11385269536026,2050,AVG2
163,Tromsø,Nord-Sverige,Sea,Ammonia,1,Wet bulk,37.226424957997644,2050,AVG2
164,Nord-Sverige,Tromsø,Sea,Ammonia,1,Dry bulk,547.0659109501236,2040,AVG2
165,Nord-Sverige,Tromsø,Sea,Ammonia,1,General cargo,484.96476379447523,2040,AVG2
166,Nord-Sverige,Tromsø,Sea,Ammonia,1,Industrial goods,170.03267348190047,2040,AVG2
167,Nord-Sverige,Tromsø,Sea,Ammonia,1,Timber,365.1858410523671,2040,AVG2
168,Nord-Sverige,Tromsø,Sea,Ammonia,1,Wet bulk,6.69040969429834,2040,AVG2
169,Nord-Sverige,Tromsø,Sea,Ammonia,1,General cargo,516.6794124913123,2050,AVG2
170,Nord-Sverige,Tromsø,Sea,Ammonia,1,Industrial goods,187.7278479243656,2050,AVG2
171,Nord-Sverige,Tromsø,Sea,Ammonia,1,Timber,301.4082613396468,2050,AVG2
172,Nord-Sverige,Tromsø,Sea,Ammonia,1,Wet bulk,7.17086263199059,2050,AVG2
173,Bergen,Sør-Sverige,Sea,LNG,1,Dry bulk,63387.28265590093,2020,AVG2
174,Bergen,Sør-Sverige,Sea,LNG,1,Fish,12025.927603005426,2020,AVG2
175,Bergen,Sør-Sverige,Sea,LNG,1,General cargo,302.53725680253945,2020,AVG2
176,Bergen,Sør-Sverige,Sea,LNG,1,Industrial goods,4506.796053854058,2020,AVG2
177,Bergen,Sør-Sverige,Sea,LNG,1,Other thermo,5.460005453726895,2020,AVG2
178,Bergen,Sør-Sverige,Sea,LNG,1,Timber,7138.538156699411,2020,AVG2
179,Bergen,Sør-Sverige,Sea,LNG,1,Wet bulk,103877.78961772163,2020,AVG2
180,Bergen,Sør-Sverige,Sea,LNG,1,Dry bulk,68198.3107796162,2025,AVG2
181,Bergen,Sør-Sverige,Sea,LNG,1,Fish,14152.510834888455,2025,AVG2
182,Bergen,Sør-Sverige,Sea,LNG,1,General cargo,354.9538603399324,2025,AVG2
183,Bergen,Sør-Sverige,Sea,LNG,1,Industrial goods,5263.712132691499,2025,AVG2
184,Bergen,Sør-Sverige,Sea,LNG,1,Other thermo,6.419355479631114,2025,AVG2
185,Bergen,Sør-Sverige,Sea,LNG,1,Timber,8263.746570088271,2025,AVG2
186,Bergen,Sør-Sverige,Sea,LNG,1,Wet bulk,97739.61059045198,2025,AVG2
187,Bergen,Sør-Sverige,Sea,LNG,1,Dry bulk,73391.14417887623,2030,AVG2
188,Bergen,Sør-Sverige,Sea,LNG,1,Fish,16655.72697983845,2030,AVG2
189,Bergen,Sør-Sverige,Sea,LNG,1,General cargo,416.6620257890314,2030,AVG2
190,Bergen,Sør-Sverige,Sea,LNG,1,Industrial goods,6149.166021050082,2030,AVG2
191,Bergen,Sør-Sverige,Sea,LNG,1,Other thermo,7.547712824042924,2030,AVG2
192,Bergen,Sør-Sverige,Sea,LNG,1,Timber,9572.574772392525,2030,AVG2
193,Bergen,Sør-Sverige,Sea,LNG,1,Wet bulk,91975.87108273775,2030,AVG2
194,Bergen,Sør-Sverige,Sea,LNG,1,Dry bulk,73365.91475059002,2040,AVG2
195,Bergen,Sør-Sverige,Sea,LNG,1,Industrial goods,7373.879124459469,2040,AVG2
196,Bergen,Sør-Sverige,Sea,LNG,1,Timber,11101.808632761067,2040,AVG2
197,Bergen,Sør-Sverige,Sea,LNG,1,Wet bulk,57605.809695700525,2040,AVG2
198,Sør-Sverige,Bergen,Sea,LNG,1,Dry bulk,16873.787518056066,2020,AVG2
199,Sør-Sverige,Bergen,Sea,LNG,1,Fish,111.80329745960577,2020,AVG2
200,Sør-Sverige,Bergen,Sea,LNG,1,General cargo,5941.323282754764,2020,AVG2
201,Sør-Sverige,Bergen,Sea,LNG,1,Industrial goods,13879.334447948777,2020,AVG2
202,Sør-Sverige,Bergen,Sea,LNG,1,Other thermo,34.56804658075107,2020,AVG2
203,Sør-Sverige,Bergen,Sea,LNG,1,Timber,140.1744364679573,2020,AVG2
204,Sør-Sverige,Bergen,Sea,LNG,1,Wet bulk,84629.64859850696,2020,AVG2
205,Sør-Sverige,Bergen,Sea,LNG,1,Dry bulk,18644.440605431977,2025,AVG2
206,Sør-Sverige,Bergen,Sea,LNG,1,Fish,110.2198338244026,2025,AVG2
207,Sør-Sverige,Bergen,Sea,LNG,1,General cargo,6653.726894645755,2025,AVG2
208,Sør-Sverige,Bergen,Sea,LNG,1,Industrial goods,15904.673388305697,2025,AVG2
209,Sør-Sverige,Bergen,Sea,LNG,1,Other thermo,39.65700378627952,2025,AVG2
210,Sør-Sverige,Bergen,Sea,LNG,1,Timber,141.82660275502684,2025,AVG2
211,Sør-Sverige,Bergen,Sea,LNG,1,Wet bulk,77730.83993415728,2025,AVG2
212,Sør-Sverige,Bergen,Sea,LNG,1,Dry bulk,20639.58024306342,2030,AVG2
213,Sør-Sverige,Bergen,Sea,LNG,1,Fish,108.89085883519972,2030,AVG2
214,Sør-Sverige,Bergen,Sea,LNG,1,General cargo,7458.672217067477,2030,AVG2
215,Sør-Sverige,Bergen,Sea,LNG,1,Industrial goods,18239.14124786327,2030,AVG2
216,Sør-Sverige,Bergen,Sea,LNG,1,Other thermo,45.51379569052325,2030,AVG2
217,Sør-Sverige,Bergen,Sea,LNG,1,Timber,144.3381201032269,2030,AVG2
218,Sør-Sverige,Bergen,Sea,LNG,1,Wet bulk,71546.09406013037,2030,AVG2
219,Sør-Sverige,Bergen,Sea,LNG,1,Dry bulk,22551.420637551328,2040,AVG2
220,Sør-Sverige,Bergen,Sea,LNG,1,Industrial goods,20753.152217089486,2040,AVG2
221,Sør-Sverige,Bergen,Sea,LNG,1,Timber,144.3566693145085,2040,AVG2
222,Sør-Sverige,Bergen,Sea,LNG,1,Wet bulk,53732.137605181626,2040,AVG2
223,Bergen,Sør-Sverige,Sea,Hydrogen,1,Fish,20121.46865843757,2040,AVG2
224,Bergen,Sør-Sverige,Sea,Hydrogen,1,General cargo,500.1127740003695,2040,AVG2
225,Bergen,Sør-Sverige,Sea,Hydrogen,1,Other thermo,9.101710297487365,2040,AVG2
226,Bergen,Sør-Sverige,Sea,Hydrogen,1,Fish,25040.567824355418,2050,AVG2
227,Bergen,Sør-Sverige,Sea,Hydrogen,1,General cargo,620.3233977305265,2050,AVG2
228,Bergen,Sør-Sverige,Sea,Hydrogen,1,Industrial goods,9115.753283495913,2050,AVG2
229,Bergen,Sør-Sverige,Sea,Hydrogen,1,Timber,13409.40251393757,2050,AVG2
230,Sør-Sverige,Bergen,Sea,Hydrogen,1,Other thermo,52.234862742644566,2040,AVG2
231,Sør-Sverige,Bergen,Sea,Hydrogen,1,General cargo,8901.345895992197,2050,AVG2
232,Sør-Sverige,Bergen,Sea,Hydrogen,1,Industrial goods,23169.322446804937,2050,AVG2
233,Sør-Sverige,Bergen,Sea,Hydrogen,1,Other thermo,59.35716023037661,2050,AVG2
234,Bergen,Sør-Sverige,Sea,Ammonia,1,Other thermo,11.309101412552529,2050,AVG2
235,Sør-Sverige,Bergen,Sea,Ammonia,1,Fish,101.32008566422027,2040,AVG2
236,Sør-Sverige,Bergen,Sea,Ammonia,1,General cargo,8153.5945117140245,2040,AVG2
237,Sør-Sverige,Bergen,Sea,Ammonia,1,Fish,92.984822200995,2050,AVG2
238,Sør-Sverige,Bergen,Sea,Ammonia,1,Timber,144.9487171678693,2050,AVG2
239,Bergen,Sør-Sverige,Sea,Biogas,1,Dry bulk,75739.85628639792,2050,AVG2
240,Bergen,Sør-Sverige,Sea,Biogas,1,Wet bulk,39928.02592029381,2050,AVG2
241,Sør-Sverige,Bergen,Sea,Biogas,1,Dry bulk,24704.2691069411,2050,AVG2
242,Sør-Sverige,Bergen,Sea,Biogas,1,Wet bulk,44603.129657039695,2050,AVG2
243,Bodø,Tromsø,Sea,LNG,1,Dry bulk,13555.638487820062,2030,AVG2
244,Bodø,Tromsø,Sea,LNG,1,Wet bulk,2442.724030805705,2030,AVG2
245,Bodø,Tromsø,Sea,LNG,1,Dry bulk,14802.16501740712,2040,AVG2
246,Bodø,Tromsø,Sea,LNG,1,Fish,1275.0199775604176,2040,AVG2
247,Bodø,Tromsø,Sea,LNG,1,General cargo,20037.487273502244,2040,AVG2
248,Bodø,Tromsø,Sea,LNG,1,Industrial goods,1491.8689764333187,2040,AVG2
249,Bodø,Tromsø,Sea,LNG,1,Other thermo,1871.387716547405,2040,AVG2
250,Bodø,Tromsø,Sea,LNG,1,Timber,691.0344417353097,2040,AVG2
251,Bodø,Tromsø,Sea,LNG,1,Wet bulk,2039.410474781989,2040,AVG2
252,Bodø,Tromsø,Sea,LNG,1,Dry bulk,16169.975188702816,2050,AVG2
253,Bodø,Tromsø,Sea,LNG,1,Industrial goods,1619.7810849488249,2050,AVG2
254,Bodø,Tromsø,Sea,LNG,1,Timber,736.367031304553,2050,AVG2
255,Bodø,Tromsø,Sea,LNG,1,Wet bulk,1680.339627162567,2050,AVG2
256,Tromsø,Bodø,Sea,LNG,1,Dry bulk,12933.941913675137,2030,AVG2
257,Tromsø,Bodø,Sea,LNG,1,Wet bulk,2376.651644841727,2030,AVG2
258,Tromsø,Bodø,Sea,LNG,1,Dry bulk,12183.073446535625,2040,AVG2
259,Tromsø,Bodø,Sea,LNG,1,Fish,453.7657866453992,2040,AVG2
260,Tromsø,Bodø,Sea,LNG,1,General cargo,10311.477658442447,2040,AVG2
261,Tromsø,Bodø,Sea,LNG,1,Industrial goods,879.5122170274822,2040,AVG2
262,Tromsø,Bodø,Sea,LNG,1,Other thermo,2256.9449796996823,2040,AVG2
263,Tromsø,Bodø,Sea,LNG,1,Wet bulk,2432.013116591238,2040,AVG2
264,Tromsø,Bodø,Sea,LNG,1,Dry bulk,12234.962659266379,2050,AVG2
265,Tromsø,Bodø,Sea,LNG,1,Industrial goods,943.4385171069027,2050,AVG2
266,Tromsø,Bodø,Sea,LNG,1,Wet bulk,2141.360731010423,2050,AVG2
267,Bergen,Kristiansand,Sea,LNG,1,Dry bulk,731.3505061035601,2020,AVG2
268,Bergen,Kristiansand,Sea,LNG,1,Fish,13.668831442777249,2020,AVG2
269,Bergen,Kristiansand,Sea,LNG,1,General cargo,2405.3725815053995,2020,AVG2
270,Bergen,Kristiansand,Sea,LNG,1,Industrial goods,1979.5563445545827,2020,AVG2
271,Bergen,Kristiansand,Sea,LNG,1,Other thermo,90.31033848580955,2020,AVG2
272,Bergen,Kristiansand,Sea,LNG,1,Wet bulk,8877.935608510385,2020,AVG2
273,Bergen,Kristiansand,Sea,LNG,1,Dry bulk,847.3811647876674,2025,AVG2
274,Bergen,Kristiansand,Sea,LNG,1,Fish,15.651164380011318,2025,AVG2
275,Bergen,Kristiansand,Sea,LNG,1,General cargo,2801.3661586989283,2025,AVG2
276,Bergen,Kristiansand,Sea,LNG,1,Industrial goods,2317.3174618598,2025,AVG2
277,Bergen,Kristiansand,Sea,LNG,1,Other thermo,103.82600710347363,2025,AVG2
278,Bergen,Kristiansand,Sea,LNG,1,Wet bulk,8673.673600066651,2025,AVG2
279,Bergen,Kristiansand,Sea,LNG,1,Dry bulk,982.8048768579506,2030,AVG2
280,Bergen,Kristiansand,Sea,LNG,1,Fish,17.925803246638147,2030,AVG2
281,Bergen,Kristiansand,Sea,LNG,1,General cargo,3268.1142191684985,2030,AVG2
282,Bergen,Kristiansand,Sea,LNG,1,Industrial goods,2714.890685241757,2030,AVG2
283,Bergen,Kristiansand,Sea,LNG,1,Other thermo,119.38101954917195,2030,AVG2
284,Bergen,Kristiansand,Sea,LNG,1,Wet bulk,8477.548168584342,2030,AVG2
285,Bergen,Kristiansand,Sea,LNG,1,Dry bulk,994.770799070659,2040,AVG2
286,Bergen,Kristiansand,Sea,LNG,1,Fish,21.346628920483095,2040,AVG2
287,Bergen,Kristiansand,Sea,LNG,1,General cargo,3626.0532383035234,2040,AVG2
288,Bergen,Kristiansand,Sea,LNG,1,Industrial goods,2897.9551740057323,2040,AVG2
289,Bergen,Kristiansand,Sea,LNG,1,Other thermo,143.03460833935503,2040,AVG2
290,Bergen,Kristiansand,Sea,LNG,1,Wet bulk,7188.433472494735,2040,AVG2
291,Bergen,Kristiansand,Sea,LNG,1,Dry bulk,1144.9632259606763,2050,AVG2
292,Bergen,Kristiansand,Sea,LNG,1,Industrial goods,3402.744195155574,2050,AVG2
293,Bergen,Kristiansand,Sea,LNG,1,Wet bulk,6326.457216263371,2050,AVG2
