,paths
1010,"[('Stavanger', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Road', 1), ('Oslo', 'Kristiansand', 'Sea', 1)]"
1011,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Skien', 'Road', 1), ('Skien', 'Kristiansand', 'Rail', 1)]"
1012,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Road', 1)]"
1013,"[('Stavanger', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Kristiansand', 'Sea', 1)]"
1014,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Road', 1), ('Oslo', 'Kristiansand', 'Sea', 1)]"
1015,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Road', 1), ('Skien', 'Kristiansand', 'Rail', 1)]"
1016,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Sea', 1), ('Skien', 'Kristiansand', 'Road', 1)]"
1017,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Rail', 1)]"
1018,"[('Stavanger', 'Skien', 'Road', 1)]"
1019,"[('Stavanger', 'Skien', 'Sea', 1)]"
1020,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1)]"
1021,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Sea', 1)]"
1022,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1)]"
1023,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Skien', 'Road', 1)]"
1024,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1)]"
1025,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
1026,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Sea', 1)]"
1027,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Skien', 'Road', 1)]"
1028,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Skien', 'Rail', 1)]"
1029,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Road', 1)]"
1030,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Rail', 1), ('Stavanger', 'Skien', 'Sea', 1)]"
1031,"[('Stavanger', 'Bergen', 'Sea', 1), ('Bergen', 'Stavanger', 'Road', 1), ('Stavanger', 'Skien', 'Sea', 1)]"
1032,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1)]"
1033,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Road', 1)]"
1034,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Rail', 1), ('Stavanger', 'Skien', 'Sea', 1)]"
1035,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Road', 1), ('Oslo', 'Skien', 'Sea', 1)]"
1036,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1)]"
1037,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Skien', 'Road', 1)]"
1038,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Skien', 'Rail', 1)]"
1039,"[('Stavanger', 'Skien', 'Road', 1), ('Skien', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Road', 1)]"
1040,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
1041,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
1042,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1)]"
1043,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
1044,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1)]"
1045,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1)]"
1046,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
1047,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1)]"
1048,"[('Stavanger', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
1049,"[('Stavanger', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1)]"
1050,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
1051,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1)]"
1052,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
1053,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Ålesund', 'Road', 1)]"
1054,"[('Stavanger', 'Ålesund', 'Sea', 1)]"
1055,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
1056,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Ålesund', 'Sea', 1)]"
1057,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
1058,"[('Stavanger', 'Trondheim', 'Sea', 1), ('Trondheim', 'Ålesund', 'Road', 1)]"
1059,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
1060,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Ålesund', 'Road', 1)]"
1061,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Ålesund', 'Road', 1)]"
1062,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Ålesund', 'Sea', 1)]"
1063,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Trondheim', 'Sea', 1), ('Trondheim', 'Ålesund', 'Road', 1)]"
1064,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
1065,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Ålesund', 'Road', 1)]"
1066,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Ålesund', 'Road', 1)]"
1067,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Rail', 1), ('Stavanger', 'Ålesund', 'Sea', 1)]"
1068,"[('Stavanger', 'Bergen', 'Sea', 1), ('Bergen', 'Stavanger', 'Road', 1), ('Stavanger', 'Ålesund', 'Sea', 1)]"
1069,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
1070,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Ålesund', 'Road', 1)]"
1071,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Ålesund', 'Road', 1)]"
1072,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Rail', 1), ('Stavanger', 'Ålesund', 'Sea', 1)]"
1073,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Road', 1), ('Skien', 'Ålesund', 'Sea', 1)]"
1074,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
1075,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Ålesund', 'Sea', 1), ('Ålesund', 'Trondheim', 'Sea', 1), ('Trondheim', 'Ålesund', 'Road', 1)]"
1076,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
1077,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Bodø', 'Road', 1)]"
1078,"[('Stavanger', 'Ålesund', 'Sea', 1), ('Ålesund', 'Bodø', 'Sea', 1)]"
1079,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
1080,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1)]"
1081,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Bodø', 'Sea', 1)]"
1082,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
1083,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1)]"
1084,"[('Stavanger', 'Tromsø', 'Sea', 1), ('Tromsø', 'Bodø', 'Road', 1)]"
1085,"[('Stavanger', 'Trondheim', 'Sea', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
1086,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Road', 1)]"
1087,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Road', 1)]"
1088,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Bodø', 'Sea', 1)]"
1089,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Ålesund', 'Sea', 1), ('Ålesund', 'Tromsø', 'Sea', 1), ('Tromsø', 'Bodø', 'Road', 1)]"
1090,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Trondheim', 'Sea', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
1091,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Road', 1)]"
1092,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Road', 1)]"
1093,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Rail', 1), ('Stavanger', 'Ålesund', 'Sea', 1), ('Ålesund', 'Bodø', 'Sea', 1)]"
1094,"[('Stavanger', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Road', 1), ('Oslo', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Bodø', 'Sea', 1)]"
1095,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
1096,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1)]"
1097,"[('Stavanger', 'Trondheim', 'Sea', 1), ('Trondheim', 'Nord-Sverige', 'Rail', 1), ('Nord-Sverige', 'Bodø', 'Road', 1)]"
1098,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Rail', 1), ('Stavanger', 'Ålesund', 'Sea', 1), ('Ålesund', 'Bodø', 'Sea', 1)]"
1099,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Road', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Bodø', 'Sea', 1)]"
1100,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
1101,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1)]"
1102,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Ålesund', 'Sea', 1), ('Ålesund', 'Tromsø', 'Sea', 1), ('Tromsø', 'Bodø', 'Road', 1)]"
1103,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Ålesund', 'Sea', 1), ('Ålesund', 'Trondheim', 'Sea', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
1104,"[('Stavanger', 'Tromsø', 'Road', 1)]"
1105,"[('Stavanger', 'Tromsø', 'Sea', 1)]"
1106,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1107,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1108,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Ålesund', 'Sea', 1), ('Ålesund', 'Tromsø', 'Sea', 1)]"
1109,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1110,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1111,"[('Stavanger', 'Ålesund', 'Sea', 1), ('Ålesund', 'Bodø', 'Sea', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
1112,"[('Stavanger', 'Ålesund', 'Sea', 1), ('Ålesund', 'Bodø', 'Sea', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1113,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
1114,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
1115,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Ålesund', 'Sea', 1), ('Ålesund', 'Tromsø', 'Sea', 1)]"
1116,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Bodø', 'Sea', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
1117,"[('Stavanger', 'Bergen', 'Road', 1), ('Bergen', 'Bodø', 'Sea', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1118,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
1119,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
1120,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Rail', 1), ('Stavanger', 'Tromsø', 'Sea', 1)]"
1121,"[('Stavanger', 'Bergen', 'Sea', 1), ('Bergen', 'Stavanger', 'Road', 1), ('Stavanger', 'Tromsø', 'Sea', 1)]"
1122,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1123,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1124,"[('Stavanger', 'Trondheim', 'Sea', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
1125,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Rail', 1), ('Stavanger', 'Tromsø', 'Sea', 1)]"
1126,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Road', 1), ('Skien', 'Tromsø', 'Sea', 1)]"
1127,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1128,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1129,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Bodø', 'Sea', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
1130,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Bodø', 'Sea', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
1131,"[('Stavanger', 'Sør-Sverige', 'Road', 1)]"
1132,"[('Stavanger', 'Sør-Sverige', 'Sea', 1)]"
1133,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
1134,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Sør-Sverige', 'Sea', 1)]"
1135,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
1136,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Sør-Sverige', 'Road', 1)]"
1137,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
1138,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Sør-Sverige', 'Road', 1)]"
1139,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Sør-Sverige', 'Sea', 1)]"
1140,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Sør-Sverige', 'Road', 1)]"
1141,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
1142,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Sør-Sverige', 'Road', 1)]"
1143,"[('Stavanger', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Sør-Sverige', 'Sea', 1)]"
1144,"[('Stavanger', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Road', 1), ('Oslo', 'Sør-Sverige', 'Sea', 1)]"
1145,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
1146,"[('Stavanger', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Sør-Sverige', 'Road', 1)]"
1147,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Sør-Sverige', 'Sea', 1)]"
1148,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Road', 1), ('Skien', 'Sør-Sverige', 'Sea', 1)]"
1149,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
1150,"[('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Oslo', 'Sea', 1), ('Oslo', 'Sør-Sverige', 'Road', 1)]"
